,Customer_name,Rating,Review_Title,Review
20,AngItimNaRosas,5,Simple yet comfy,"Singapore was a 18-hour stopover for my Maldives trip thru Scoot. Since it will arrive in SG at 1am but will fly out by 7:30pm, my friends and I wanted to catch up some sleep before our last leg of the trip.  When searching for affordable hotels, we came across this one. We're able to get double-bed room and costed us ~P1700/room, so its 800/pax. We got 2 separate rooms.  We arrived past 3am, since we ate first at the airport (we got so hungry), and was greeted by the  receptionist. Since my other friend bailed out on me, I had to stay on a different room by myself, on a different floor; mine's at the 4th and husband-wife tandem on the 3rd.   When I entered the room, i saw a flicker on the lights but it wont light up. I called the receptionist and he found that the bathroom…"
21,Stella Nguyen,1,So horrible,"Furnitures are old. Firstly, I did think it’s not too bad because the room is old but quite clean. But I did have to regret when I went out for a while then came back n saw there were so many small cockroaches running on my bed 😱😱😱 even though I still kept the light turning on. So horrible. There was only one good thing is friendly staff. But 100% I will never choose it again. "
22,Chong y,1,Dont even think about it,"For the sake of your health, please leave this hotel off your choice. The hotel was not ever once maintained at all. There literally COCKROACHES everywhere around your bed, especially under bed where you couldnt see but they would pop up crawling on your bed. Everything is dirty as hell and water marks are everywhere. I repeat: COCKROACHES ARE EVERYWHERE. The receptionist don't even bother and gave us a bottle of insect sprayer to settle and the second receptionist just casually node head and while we are complaining before literally leaving and rebooked another hotel. I guess the water leaking issue/noisy surronding wouldn't be worth mention at all. This is the hotel for escort only took have a small meeting , it's not even qualify as a basic hotel."
23,Antzgiler,4,Basic Hotel for Budget Travelers,"Basic but adequate, great for travelers who need to budget-travel but want the privacy of a single room instead of a hostel. In fact the price of a standard double room is cheaper than the price for 2 pax at even the cheapest hostel!  I stayed in the standard double room, they provided water, a kettle, cups, bath towels, basic toiletries, water heater, a TV...honestly that's all I need! Of cos there's also free WiFi. And you can rent a hair dryer for SGD 1!! it's so much easier than carrying a hair dryer around for light packers! Also their staff are friendly and helpful. all-in-all, if you are not overly fussy, and you need a good budget hotel at great prices, then do stay at Hornbill Hotel!"
24,Arielleeeee_c,4,Good budget hotel,"It's a really nice budget hotel if you need a place to rest. It provides simple amenities for you such as toothbrush, towels and shower cap.  The bed is okay, not of high quality and there are cable channels. However, there weren't good signals for some channels. There were lingering cigarette's smoke smell in the room. The cleanliness is mediocre but the good point is that the staffs are really friendly and helpful, especially the manager.   You can purchase discounted attraction tickets from their front desk. The location is very good if you're a supper person as there are many shops selling delicious and cheap food in the vicinity and they open throughout the night!"
25,CityJudge,1,Unthinkably Poor.,"This hotel has everything unthinkably poor.  The room door lock is loose; half of the wall power sockets are fake, shaky, and either powerless or blocked inside; missing ceiling lightbulb is replaced with a lump of toilet paper; insects are crawling and the excretion of insects can be seen everywhere on the floor, inside the drawer and even on the towels; towels are torn and dirty; no dress cabinet but just one hanger hooked to the power cable of a tube TV for hanging clothes; walls and floors are cracked, leaked and dripping; no shower curtain; one dusty roll of toilet paper is provided but the toilet roll holder is broken..., Just to name a few.  Totally unacceptable.  For the sake of Singapore's reputation, this hotel should be banned."
26,Rachelyap_MY,2,Worst experience,"first visit in 2007 until last year, everything is good until the recent trip. we check in room 304 and it turned out to be the worst stay ever. wifi is none, room corner can find unswipe paper & hair, the seat bow in the toilet has stained and surrounding has leftover debris. Towel condition is as good as my house old floor mat and the room is full of cigi smell. Last visit in 2015 i still can see some foreign tourist but now i only see immigrant + their gf check in. Didnt bother to change as payment has been made and only wan 6h sleep. Will explore other hotel surrounding that area instead of this hotel"
27,Danny H,3,Just ok hotel,"The room is clean on the first night, but from the second night, they don't make up the room, the facility in room is poor, the staff is so so. In the night, it is very noisy. The noise comes from surrounding area: bar, other hotels."
28,DoDidDone,1,Terrible Experience in Singapore,"I stayed at this hotel for a couple days.  For the day I arrived, the lift was broken down and I needed to take my heavy luggage to my room by myself (this problem had been fixed on the next day).  My room was very small and very dirty. The bed frame was broken and I could feel the spring underneath that made me didn't sleep well all these days.  The bathroom had some dark stains, this hotel provided soap only (no shampoo) and didn't provide enough toilet paper (bring your own toilet paper?).  Each floor had some instructions in wifi usage, however, the SSID can't be located by my mobile phone all the times.  I told the staff that the wifi didn't work and he told me he would fix it later.  The wifi worked ""fine"" later but the connection wasn't stable and disconnected easily. …"
29,Sari,3,Just Ok,"Stay over a night after arrived at changi airport at 00.30 am. Hotel just ok. we just stay 6 hours before move to another hotel, small room, no wifi connection at 5th floor even front desk said there's wifi spot."
30,CityJudge,1,Unthinkably Poor.,"This hotel has everything unthinkably poor.  The room door lock is loose; half of the wall power sockets are fake, shaky, and either powerless or blocked inside; missing ceiling lightbulb is replaced with a lump of toilet paper; insects are crawling and the excretion of insects can be seen everywhere on the floor, inside the drawer and even on the towels; towels are torn and dirty; no dress cabinet but just one hanger hooked to the power cable of a tube TV for hanging clothes; walls and floors are cracked, leaked and dripping; no shower curtain; one dusty roll of toilet paper is provided but the toilet roll holder is broken..., Just to name a few.  Totally unacceptable.  For the sake of Singapore's reputation, this hotel should be banned."
31,Rachelyap_MY,2,Worst experience,"first visit in 2007 until last year, everything is good until the recent trip. we check in room 304 and it turned out to be the worst stay ever. wifi is none, room corner can find unswipe paper & hair, the seat bow in the toilet has stained and surrounding has leftover debris. Towel condition is as good as my house old floor mat and the room is full of cigi smell. Last visit in 2015 i still can see some foreign tourist but now i only see immigrant + their gf check in. Didnt bother to change as payment has been made and only wan 6h sleep. Will explore other hotel surrounding that area instead of this hotel"
32,Danny H,3,Just ok hotel,"The room is clean on the first night, but from the second night, they don't make up the room, the facility in room is poor, the staff is so so. In the night, it is very noisy. The noise comes from surrounding area: bar, other hotels."
33,DoDidDone,1,Terrible Experience in Singapore,"I stayed at this hotel for a couple days.  For the day I arrived, the lift was broken down and I needed to take my heavy luggage to my room by myself (this problem had been fixed on the next day).  My room was very small and very dirty. The bed frame was broken and I could feel the spring underneath that made me didn't sleep well all these days.  The bathroom had some dark stains, this hotel provided soap only (no shampoo) and didn't provide enough toilet paper (bring your own toilet paper?).  Each floor had some instructions in wifi usage, however, the SSID can't be located by my mobile phone all the times.  I told the staff that the wifi didn't work and he told me he would fix it later.  The wifi worked ""fine"" later but the connection wasn't stable and disconnected easily. …"
34,Sari,3,Just Ok,"Stay over a night after arrived at changi airport at 00.30 am. Hotel just ok. we just stay 6 hours before move to another hotel, small room, no wifi connection at 5th floor even front desk said there's wifi spot."
35,Pepe A,2,Small room,"I booked this room online, and I was unaware f the small size of the room. Small is not bad if you don't need a lot of room. The WiFi was atrocious!! It worked some of the time, but it was mostly very disappointing. But, people don't go to hotels for WiFi, do they?  There was an object fixed to a desk/table in the room. For me, it was just in the way. I don't remember what it's purpose was, but I asked them to remove it for me.  If I had known then what I know now, I would have stayed at the hostel, and rented a room by the hour (for my brief Honeymoon), rather than stay there.  Would I stay there again? Not likely, however, if it was my only option I would.  It's not far from the MRT station, and it's right on the bus line.  I was there in December 18, 19, and 20 of 2014"
36,solobusiness,3,Unexpected find in Geylang-New Happy Hotel,"An unexpected find in a multi-cultural, populist area of Singapore, not yet 'gentrified'. Under New Management (name change to New Happy Hotel), hotel has excellent price/quality. In particular I liked the fast internet connection, helpful staff (in particular, Mr. Janaka), quiet, reasonable room (about 120sqft), not including attached bathroom, windows that open, even a small desk with kettle, premium movie and sport channels. Hotel is close to 24hr supermarket, large choice of chinese, indian, local food. Nice corner coffeshop,10 minute fast walk to Aljunied mrt. The hotel is slightly tired and rather rumpled-looking, and is due for an update with all that implies, but until then the price/quality is excellent, the room is safe, clean with helpful staff ready to fix anything…"
37,Tanzieana,1,Worst hotel ever,The worst horrible hotel ever eventhough its budget... me & my husband the moment we step in once we gave our particulars & all n i personally requested for a waje up call.. but the receptionist a guy who dosen't want to disclose his name blame us instead saying that we should also take note of our timing 1stly WHAT IS A REQUEST FOR WAJE UP CALL IS & he keep repeating the same thing over & over again saying he's busy & putting us guest at fault..As i didn't want to pay the additional amt of $10 as it was not totally our fault...HIS TONE WAS VERY RUDE & UNACCEPTABLE...SO I DO NOT RECOMMEND PEOPLE WHO WISH TO VIIT THIS HOTEL...
38,Kamalakannan M,1,Worst Hotel,On 25th May i went with my girlfriend to this hotel early morning to take a nap.The malay lady front desk was so rude to us.After taking the key when went inside the room there was no blanket and the air con was not working..When call and ask for blanket she told that for short time guest they dont provide blanket and if want blanket must pay 5 dollars extra.Eventually i paid for the blanket but my girlfriend was unhappy and wanted to leave.While i ask for refund where we were just 5 mins in the room the front desk just told no cant refund.Which i find total ridiculous.I just return the key and check out.Dont ever stay in this hotel.Worse customer service and worse rooms.
39,ahmadezz,1,super bad hotel,"one of the most bad hotel i ever saw in my life , staff not helpfull at all and they don't know how to treat the guest nice , rooms not clean , if you don't like to sleep in the street you can go there only but i don't advice any one with this bad hotel  last few days i was there i booked room and i went early 1 hour and 15 minuts and the lady told me i have to pay 20$ to check in early then i have no choice i paid , when i went to the room and i open the bags and start rest i found out the TV not working . i called the reciption they said they will give me another room , i went with the man to check the other room i found the AC not working , so i need to change the room again , i found a room with AC and TV ok but the room not clean or ready so they adviced me to wait for the…"
40,Pepe A,2,Small room,"I booked this room online, and I was unaware f the small size of the room. Small is not bad if you don't need a lot of room. The WiFi was atrocious!! It worked some of the time, but it was mostly very disappointing. But, people don't go to hotels for WiFi, do they?  There was an object fixed to a desk/table in the room. For me, it was just in the way. I don't remember what it's purpose was, but I asked them to remove it for me.  If I had known then what I know now, I would have stayed at the hostel, and rented a room by the hour (for my brief Honeymoon), rather than stay there.  Would I stay there again? Not likely, however, if it was my only option I would.  It's not far from the MRT station, and it's right on the bus line.  I was there in December 18, 19, and 20 of 2014"
41,solobusiness,3,Unexpected find in Geylang-New Happy Hotel,"An unexpected find in a multi-cultural, populist area of Singapore, not yet 'gentrified'. Under New Management (name change to New Happy Hotel), hotel has excellent price/quality. In particular I liked the fast internet connection, helpful staff (in particular, Mr. Janaka), quiet, reasonable room (about 120sqft), not including attached bathroom, windows that open, even a small desk with kettle, premium movie and sport channels. Hotel is close to 24hr supermarket, large choice of chinese, indian, local food. Nice corner coffeshop,10 minute fast walk to Aljunied mrt. The hotel is slightly tired and rather rumpled-looking, and is due for an update with all that implies, but until then the price/quality is excellent, the room is safe, clean with helpful staff ready to fix anything…"
42,Tanzieana,1,Worst hotel ever,The worst horrible hotel ever eventhough its budget... me & my husband the moment we step in once we gave our particulars & all n i personally requested for a waje up call.. but the receptionist a guy who dosen't want to disclose his name blame us instead saying that we should also take note of our timing 1stly WHAT IS A REQUEST FOR WAJE UP CALL IS & he keep repeating the same thing over & over again saying he's busy & putting us guest at fault..As i didn't want to pay the additional amt of $10 as it was not totally our fault...HIS TONE WAS VERY RUDE & UNACCEPTABLE...SO I DO NOT RECOMMEND PEOPLE WHO WISH TO VIIT THIS HOTEL...
43,Kamalakannan M,1,Worst Hotel,On 25th May i went with my girlfriend to this hotel early morning to take a nap.The malay lady front desk was so rude to us.After taking the key when went inside the room there was no blanket and the air con was not working..When call and ask for blanket she told that for short time guest they dont provide blanket and if want blanket must pay 5 dollars extra.Eventually i paid for the blanket but my girlfriend was unhappy and wanted to leave.While i ask for refund where we were just 5 mins in the room the front desk just told no cant refund.Which i find total ridiculous.I just return the key and check out.Dont ever stay in this hotel.Worse customer service and worse rooms.
44,ahmadezz,1,super bad hotel,"one of the most bad hotel i ever saw in my life , staff not helpfull at all and they don't know how to treat the guest nice , rooms not clean , if you don't like to sleep in the street you can go there only but i don't advice any one with this bad hotel  last few days i was there i booked room and i went early 1 hour and 15 minuts and the lady told me i have to pay 20$ to check in early then i have no choice i paid , when i went to the room and i open the bags and start rest i found out the TV not working . i called the reciption they said they will give me another room , i went with the man to check the other room i found the AC not working , so i need to change the room again , i found a room with AC and TV ok but the room not clean or ready so they adviced me to wait for the…"
45,Rachelyap_MY,4,My regular hotel,"My stay was prior to CNY holiday and these are my new experience staying in this hotel: 1) very responsive email follow up & correspondence on room inquiry and booking 2) Clean and tidy room 3) friendly frontoffice 4) parking spot ( i drove to SG) 5) lots of food along the Geylang road  My advice: (1) red light district ard Geylang area hence not recommended to single gal/ female only. (2) Two MRT stations (Kallang & Aljunied) are far away from hotel (min 10mins walk for Kallang & over 15 mins for Aljunied). It would be easier to go to town by bus. (3) very basic toiletries (toothbrush, towel & soap)"
46,tntcrews,3,basic and a bit tired but very good value,"We had been warned that the area was the red light district but we saw no evidence of it even at midnight. The area was lively , bustling with locals in the cafes and shops. It seemed more authentic than 'the chinatown' There were several restaurants where the food was excellent and very cheap. There were several late night shops .it is further out but within 2 minutes of the bus stop and 10 from the nearest MRT. The hotel was slightly away from the busiest road and quiet at night. The entrance was staffed 24 hrs by welcoming and helpful staff. Our room was small  and tired but it had everything we needed . The linnen was reasonable but the matress could do with renewing. The shower room was tiny but the water hot. The price was very good ,especially by Singapore standards."
47,Ninjawarden,3,Budget hotel with bare necessities,"This is as budget as you can get. Nothing fancy about the facilities. A room with a bed and a working TV and shower. Nonetheless, the staff was very helpful and offered to upgrade our room for just SGD3 per night. The location is very good, with easy access to transportation and food. The major complaint would be the WiFi that was not working throughout our stay."
48,Mark B,1,More of a brothel than a hotel,"It was clear to me that this was a budget hotel - with budget I expect simple, small with minimum facilities- somewhere to put one's head down, and spend little time at, before touring the city in the day. I paid for 5 nights to stay and watch the F1. On arrival, I was met by friendly staff and taken to a room which was claimed to be accessible for a wheelchair user like myself, however they seemed to forget about the large step into the bathroom and the other large step over into the shower - totally inaccessible and should I have stayed would not have been able to use the toilet or the shower. That being said the management did offer to get carpenter to build a ramp which would mean a day or 2 without facilities, but the point is this should have been made clear from my email…"
49,scorpio12an,5,HAPPY HOTEL IS DEFINATELY HAPPY IN ALL WAYS,"Yes., I have stayed at this Hotel & HAPPY HOTEL IS DEFINATELY HAPPY and value for money is an understatement .... Located close to bus., MRT and restaurants/facilities ~ with a gr8 team of staff ...... WOWWWWW ..... A perfect stay !"
50,Rachelyap_MY,4,My regular hotel,"My stay was prior to CNY holiday and these are my new experience staying in this hotel: 1) very responsive email follow up & correspondence on room inquiry and booking 2) Clean and tidy room 3) friendly frontoffice 4) parking spot ( i drove to SG) 5) lots of food along the Geylang road  My advice: (1) red light district ard Geylang area hence not recommended to single gal/ female only. (2) Two MRT stations (Kallang & Aljunied) are far away from hotel (min 10mins walk for Kallang & over 15 mins for Aljunied). It would be easier to go to town by bus. (3) very basic toiletries (toothbrush, towel & soap)"
51,tntcrews,3,basic and a bit tired but very good value,"We had been warned that the area was the red light district but we saw no evidence of it even at midnight. The area was lively , bustling with locals in the cafes and shops. It seemed more authentic than 'the chinatown' There were several restaurants where the food was excellent and very cheap. There were several late night shops .it is further out but within 2 minutes of the bus stop and 10 from the nearest MRT. The hotel was slightly away from the busiest road and quiet at night. The entrance was staffed 24 hrs by welcoming and helpful staff. Our room was small  and tired but it had everything we needed . The linnen was reasonable but the matress could do with renewing. The shower room was tiny but the water hot. The price was very good ,especially by Singapore standards."
52,Ninjawarden,3,Budget hotel with bare necessities,"This is as budget as you can get. Nothing fancy about the facilities. A room with a bed and a working TV and shower. Nonetheless, the staff was very helpful and offered to upgrade our room for just SGD3 per night. The location is very good, with easy access to transportation and food. The major complaint would be the WiFi that was not working throughout our stay."
53,Mark B,1,More of a brothel than a hotel,"It was clear to me that this was a budget hotel - with budget I expect simple, small with minimum facilities- somewhere to put one's head down, and spend little time at, before touring the city in the day. I paid for 5 nights to stay and watch the F1. On arrival, I was met by friendly staff and taken to a room which was claimed to be accessible for a wheelchair user like myself, however they seemed to forget about the large step into the bathroom and the other large step over into the shower - totally inaccessible and should I have stayed would not have been able to use the toilet or the shower. That being said the management did offer to get carpenter to build a ramp which would mean a day or 2 without facilities, but the point is this should have been made clear from my email…"
54,scorpio12an,5,HAPPY HOTEL IS DEFINATELY HAPPY IN ALL WAYS,"Yes., I have stayed at this Hotel & HAPPY HOTEL IS DEFINATELY HAPPY and value for money is an understatement .... Located close to bus., MRT and restaurants/facilities ~ with a gr8 team of staff ...... WOWWWWW ..... A perfect stay !"
55,Carla Y,3,Great Staff,"I always go for a spotless clean bathroom with hot and cold powerful showers and blazing cold air conditioner when i book hotel rooms and this one i got in New Happy Hotel :)  The room was small but the double bed was clean and comfortable; TV had cable.  Phone worked but wifi was erratic.  Place was quiet and elevator was swift. Room was cleaned everyday, towels changed, bottled water given everyday too :))  Staff were great!  Always with ready smile and offered information pretty swiftly.    Place is close to bus stop and food shops."
56,JKerching,2,'Happy Ending' Hotel!,"There are only 2 reasons why I've given this place a poor rather than a terrible; 1) The staff were really friendly and helpful 2) the shower was hot and ridiculously powerful - if you put it on full whack it would literally launch itself round the room, which is always a good thing in my book. The reasons then I give it a poor rating 1) The Bug Life - on arriving we found out we hadn't been given a room for two but in fact a dormitory for cockroaches. Now I've seen by fair share of bugs in hotels, but this was an invasion. You had everything from your finger nail size to your fist size. I think the only reason we didn't leave immediately,  and instead began on a search and destroy cockroach policy, was, as mentioned, because the shower was amazing. 2) Stained bed sheets and…"
57,abby1798,5,"friendly/accomodating staff, cleanliness is here","been here this month of May for a week right every after meetings. it was a great experienced i had with the staff , management and even the room cleaners was so courteous to check what i need each day.  seeing everytime i went down to the lobby area those smiling receptionist saying ""HI""...and even very helpful on giving such information i needed on how to get into another place.. ...just a wonderful experienced to have new friends here!!    see u on my  next visit buddies!                                                                                             Dr. Abby C."
58,Emily C,2,Crap for the price,"The room was very small. The AC leeked and was loud, so we couldnt sleep with it on. Dodgy area, near red light district with pervy men. Unhelpful staff. Uncomfortable pillows.  but. You do get a bottle of water free each per day."
59,Rob S,4,Travelling couple,"So, arriving in Singapore after 4 months travelling around southeast Asia and you have to adjust your spending habits a little. We booked happy hotel in advance to save the hassle of arriving in a city and then not knowing where to go. From the airport it was an easy run on the MRT getting off at EW10. 10minute walk to the hotel from the station.  The hotel is within the 'red light district' but apart from some short skirts, it isn't much to write home about. It certainly felt quite safe all the while we were there (5 nights).  We stayed on the 6th floor. Room was small 10ft square, but clean. Bathroom was also small but clean. Fresh towels daily and bottled water. Air con worked and was almost silent. Space was a bit of an issue as there was 2 of us carrying a lot of luggage (2…"
