,Customer_name,Rating,Review_Title,Review
10,Cassy B,3,"Budget friendly, great location","If you are looking for a cheap place to stay in the city with easy access to the train station, then this maybe a good option for you.  Surrounded by hawker places, also very near to the infamous Bugis shopping area.  Rooms are a little old and beds are just OK. But the price is very reasonable, you get what you pay for I guess. It comes with a vegetarian breakfast buffet. We booked a room for 3 people and room size is big enough.  They only accept cash, so make sure you are ready with that. And they don't have free wifi.  Overall, if you need a cheap place to stay then this maybe a good option for you."
11,Christopher Choo,3,Okay-ish stay,The price was decent and the location was great. However the hotel did not provide free WIFI and I had to buy coupons to use the WIFI and they were ungodly expensive. Breakfast was more or less okay but not satisfying due to the shortage of choice (very limited). The man at the counter was friendly though.
12,Serena W,4,Great Location,"We stayed at this hotel the second time, this time in a family room @$160SGD. We found the size of the family room = double room we stayed before. The staff were very friendly and efficient and room clean. However we noticed the aircond had a lot of dust on it. Daughter very sensitive to dust and had to give her antihistamine that night.  Easy access to vegetarian food & Bugis shopping.  Vegetarian breakfast was provided (either Continental or Western).  I think for the price, it is well worth it. But hope they can maybe clean up the aircond.  Bring your own slippers as the bathroom floor can be wet after someone showers."
13,morris w,4,A hidden gem in an excellent location at a very reasonable cost,Having been to Singapore previously I found Hotel costs in the main exceeded my budget   On my last visit I found this hotel as it backed onto where I was staying in Belconnen St   It is very small [about 3 stories] and was built in 1953 however extensive renovations have been made in the last few years and overall we found it acceptable and comfortable   A normal double room is $100 per night but we paid $120 per night for a larger room with sofa desk etc as weather was quite humid and the extra space was helpful when returning to the hotel [note no credit cards are accepted and room must be paid for daily in cash This caused us no concerns]   Our room had all things we needed [air conditioning ensuite etc]   The room was spotlessly clean a requirement of my wife  It was…
14,twofeathersSingapore,1,It's Very Hard To Like This Place,"I chose this place for its central location and convenience which turned out to be really inconvenient and leaves a lot to be desired. I moved in and out 3 times due to day trips out of Singapore. Each time there were challenges with luggages. There was inconsistencies. I was charged on 2 occasion and was not on one occasion. My stay consist of lots of asking of deposits and payments for my stays - All the time when I walked through front desk. It was trying but I tried to ignore them and get on with my stay. Rooms were outdated, dirty and dim. There is no blanket of any sort, just a sheet over your bed. Really cold in the middle of the night. I had to use a chair to manually off the air-con when it got too cold and vice versa.   Breakfast was nothing to look forward to. Its…"
15,Jesheril,2,Nice location but...,"Very nice location but room is old and not well maintained. Carpeted floor is dirty. The receptionist was kind enough to give us an air freshener when we complained that that the room smells like cigarette smoke. The bathroom is okay, but we found a cockroach on the floor. The kettle, cups, saucers and spoons were all dirty. This is probably one of the cheapest hotels in Singapore so don't expect too much. Hope they will do something about this as the hotel has a very nice location. Nevertheless, we enjoyed our visit to Singapore! "
16,Vineet B,4,Great location !,"This place is very nicely located near to bust stops and Bugis MRT (5 mins walk). Vegetarians restaurant can be found at fortune center just next door. The complementary breakfast was only okay, but the location kind of makes up for it. They would only accept daily cash for room rent to confirm your reservation. "
17,christinar397,3,Big family room and near Bugis,"The 1st time we were here was on Apr 2014. We had a pleasant stay, the family room was big, however the room was outdated but that was not a problem for us. And in last Apr, we stayed here too. We had a family room, and got different room. It was smaller but still big enough compare to other hotels, and the room was much much better than we had last year, it looked like being renewed. The location is near Bugis street market and there's food centre nearby too. The Bugis MRT is about 10 min walking, and there is a bus stop behind the hotel, which we can go directly to Sentosa/Vivocity mall. We loved the location and def will be back if visiting Singapore with family. "
18,puribungalombok,5,"Best value for money you can get in Singapore, spaceous rooms, excellent location","The hotel is located within 3 minutes walk from Bugis MRT station, Bugis Junction, Sim Lim Square and only 10 minutes walk to Little India. For food there are several hawker locations with cheap and great Asian food. The rooms are for Singapore standards spacious, clean and comfortable. I stay here at least 3 or 4 times a year both for business and holiday purposes. The breakfast is both (asian) vegetarian and continental and good enough to start the day. You could always walk just 3 minutes across the road past OG to the Fairprice supermarket and get your yoghurt. The staff too are very kind and helpful. Don't waste time looking for the big chains as then you will just get your own little cubicle for this pricetag."
19,helenagron,4,Good value for the money,If you are looking for a budget place to stay in Singapore this is the place. The hotel is situated in a safe and good area close to MRT and good shopping at Bugis. The room is simple and really clean.
20,Jesheril,2,Nice location but...,"Very nice location but room is old and not well maintained. Carpeted floor is dirty. The receptionist was kind enough to give us an air freshener when we complained that that the room smells like cigarette smoke. The bathroom is okay, but we found a cockroach on the floor. The kettle, cups, saucers and spoons were all dirty. This is probably one of the cheapest hotels in Singapore so don't expect too much. Hope they will do something about this as the hotel has a very nice location. Nevertheless, we enjoyed our visit to Singapore! "
21,Vineet B,4,Great location !,"This place is very nicely located near to bust stops and Bugis MRT (5 mins walk). Vegetarians restaurant can be found at fortune center just next door. The complementary breakfast was only okay, but the location kind of makes up for it. They would only accept daily cash for room rent to confirm your reservation. "
22,christinar397,3,Big family room and near Bugis,"The 1st time we were here was on Apr 2014. We had a pleasant stay, the family room was big, however the room was outdated but that was not a problem for us. And in last Apr, we stayed here too. We had a family room, and got different room. It was smaller but still big enough compare to other hotels, and the room was much much better than we had last year, it looked like being renewed. The location is near Bugis street market and there's food centre nearby too. The Bugis MRT is about 10 min walking, and there is a bus stop behind the hotel, which we can go directly to Sentosa/Vivocity mall. We loved the location and def will be back if visiting Singapore with family. "
23,puribungalombok,5,"Best value for money you can get in Singapore, spaceous rooms, excellent location","The hotel is located within 3 minutes walk from Bugis MRT station, Bugis Junction, Sim Lim Square and only 10 minutes walk to Little India. For food there are several hawker locations with cheap and great Asian food. The rooms are for Singapore standards spacious, clean and comfortable. I stay here at least 3 or 4 times a year both for business and holiday purposes. The breakfast is both (asian) vegetarian and continental and good enough to start the day. You could always walk just 3 minutes across the road past OG to the Fairprice supermarket and get your yoghurt. The staff too are very kind and helpful. Don't waste time looking for the big chains as then you will just get your own little cubicle for this pricetag."
24,helenagron,4,Good value for the money,If you are looking for a budget place to stay in Singapore this is the place. The hotel is situated in a safe and good area close to MRT and good shopping at Bugis. The room is simple and really clean.
25,Erik H,2,Good location,The location is what is good about this hotel.  The room is OK but there was a smell in the room from the carpet.   There is WiFi internet but it's not free. I cost like it's still the 20th century. SG$6 for one hour. And you have to use the whole hour at once.   I Think you can find a better hotel for this price. 
26,Serena W,4,"Great Location, Helpful Staff, Very Happy","My mum and I had a great 3 days stay in SEA Hotel SG 5-8/12/14. We choose this Hotel because it is in the best location for vegetarian food (all within walking location) and we can just walk to Pray at the Kwan Imm Temple & Indian Temple next door.Breakfast on the sunday morning we had Char Siew Bao, fried noodle, it was good (you can choose Western or Continental Buffet).  Staff helpful, room cleaned and towels changed every day.  Tips : Bring slippers bec shower room can be a bit wet.          Superior Room has hairdryer and small bar fridge (we had Choc as souvenirs so we opt for this room)  We are very happy with our stay. Will stay at same place again for our next trip."
27,Sanjeev,3,"Basic Hotel, Good location, Value for money.","This is a nice budget hotel, but people may get better and newer hotels at a little more than the tariff of this hotel. The plus for this hotel might be a good location and secondly bigger rooms. Location is very strategic at Bugis, which is a nice for shopping and hawker food. Bugis MRT is about 7 minutes walk.   We stayed in Quadruplicate room. Room was huge and bathroom was neat and clean. The thing which I did not liked was the ambiance and getup of the room. It was not inviting. I presume the Deluxe Room or Rooms on the upper floors might be having better ambiance.   The Breakfast was quite good with choice of 2 varieties.   Its a good hotel for the price it charges and is full value for money in the expensive Singapore."
28,JamesB00n,4,Good Location and Clean,Been staying at the hotel every time we go Singapore. This hotel located at Bugis. Very strategic location where the LRT station is just nearby. You no need to worried about food because Albert Food Center is just few meters away from the hotel.  Pros : Very strategic location is you want to go shopping at Bugis and local food are easily accessible.  Cons : do not received credit card payment. We have to pay cash for the room.
29,cho a,4,The cheapest in town,"Been there with friends last month , our room so small and the air conditioner didn't work well since our room is hot on a daytime , The aunty on the reception is very kind person  Breakfast is not so bad  Shopping to bugis street ,OG and sim lim tower is few minute walk  Must try the nasi lemak at the food court just in front of the hotel   "
30,Erik H,2,Good location,The location is what is good about this hotel.  The room is OK but there was a smell in the room from the carpet.   There is WiFi internet but it's not free. I cost like it's still the 20th century. SG$6 for one hour. And you have to use the whole hour at once.   I Think you can find a better hotel for this price. 
31,Serena W,4,"Great Location, Helpful Staff, Very Happy","My mum and I had a great 3 days stay in SEA Hotel SG 5-8/12/14. We choose this Hotel because it is in the best location for vegetarian food (all within walking location) and we can just walk to Pray at the Kwan Imm Temple & Indian Temple next door.Breakfast on the sunday morning we had Char Siew Bao, fried noodle, it was good (you can choose Western or Continental Buffet).  Staff helpful, room cleaned and towels changed every day.  Tips : Bring slippers bec shower room can be a bit wet.          Superior Room has hairdryer and small bar fridge (we had Choc as souvenirs so we opt for this room)  We are very happy with our stay. Will stay at same place again for our next trip."
32,Sanjeev,3,"Basic Hotel, Good location, Value for money.","This is a nice budget hotel, but people may get better and newer hotels at a little more than the tariff of this hotel. The plus for this hotel might be a good location and secondly bigger rooms. Location is very strategic at Bugis, which is a nice for shopping and hawker food. Bugis MRT is about 7 minutes walk.   We stayed in Quadruplicate room. Room was huge and bathroom was neat and clean. The thing which I did not liked was the ambiance and getup of the room. It was not inviting. I presume the Deluxe Room or Rooms on the upper floors might be having better ambiance.   The Breakfast was quite good with choice of 2 varieties.   Its a good hotel for the price it charges and is full value for money in the expensive Singapore."
33,JamesB00n,4,Good Location and Clean,Been staying at the hotel every time we go Singapore. This hotel located at Bugis. Very strategic location where the LRT station is just nearby. You no need to worried about food because Albert Food Center is just few meters away from the hotel.  Pros : Very strategic location is you want to go shopping at Bugis and local food are easily accessible.  Cons : do not received credit card payment. We have to pay cash for the room.
34,cho a,4,The cheapest in town,"Been there with friends last month , our room so small and the air conditioner didn't work well since our room is hot on a daytime , The aunty on the reception is very kind person  Breakfast is not so bad  Shopping to bugis street ,OG and sim lim tower is few minute walk  Must try the nasi lemak at the food court just in front of the hotel   "
35,zengu05,4,Good hotel for the price,"Don't expect the quality or service like a normal hotel or you will be disappointed; this is a budget hotel (and it's ~60 years old!). But what you get for the prices that are charged is very reasonable and quite good value for money. If you want to stay in Singapore on the cheap and just need a clean, convenient place to stay, I recommend this hotel. Payment is done in cash only, but can be done daily, so you don't need to fork it out all at once. (And, if necessary, gives you the choice to move to another hotel.)  I went with my partner and the room we had was quite spacious (~22 metres squared), with a separate (combined) toilet/shower. (FYI, this is common for homes in Singapore.) There was plenty of room to lay down both out luggage bags and walk about. Our room had a…"
36,l_vieja,4,Nice Stay,"Made a reservation through e-mail, they didn't ask for a deposit, which is a plus for us.   The hotel's quite old but it's fine with us, our room was big and it faces the road with the view of the flower vendors just outside of the hotel.  Very convenient location because it's walking distance from the train station. There are lots of food stalls in the area as well.   They serve buffet breakfast with the same food selection everyday. We didn't mind because it's complimentary breakfast. They also allowed us to leave our baggage after check-out because our flight's in the evening.   We'll definitely stay here again when we come back in SG."
37,Joan,3,Comfort,"Small old hotel with comfortable clean rooms. We had an extra bed but the room is still spacious enough for our luggages. Decent breakfast is free buffet style. A lot of hawker eateries nearby and fast food resto as well. Although, nearest mrt station is about 10 mins walk. There's a mall nearby with a grocery store at the basement. "
38,stewartsulat,4,Nice hotel with Great Location,This hotel was recommended by my colleague & just a walk in guest. Stayed here for 3 nights and the location is really strategic. Near with Bugis area and just about 10 minutes walk to Orchard Road. The service also quite nice & the price including with the breakfast.
39,PRAVEEN KUMAR G,4,A Basic But Neat and Clean Hotel.,South East Asia Hotel is situated around 200 meters from Famous Bugis Street and around 400 meters from Bugis MRT. We booked this hotel through email as it is not booked through any hotel marketing portal. all the terms and conditions were very well conveyed over mail. they accept only cash. It is a Very Basic family hotel very neat and clean. Next to it Famous Kwan imm temple and a few building away a Hindu Temple. Hotel is situated on Pedestrian street which is very colorful and having an ethnic market.  At S$ 160 for a 4 bedded spacious room it is a value for money hotel. Chinese Vegetarian Break fast or continental ( only two slice with butter & Jam) breakfast is complimentary. wi fi is Chargeable @ S$6 per hour or S$ 20 a day. No Safe in Room. windows are also not very…
40,zengu05,4,Good hotel for the price,"Don't expect the quality or service like a normal hotel or you will be disappointed; this is a budget hotel (and it's ~60 years old!). But what you get for the prices that are charged is very reasonable and quite good value for money. If you want to stay in Singapore on the cheap and just need a clean, convenient place to stay, I recommend this hotel. Payment is done in cash only, but can be done daily, so you don't need to fork it out all at once. (And, if necessary, gives you the choice to move to another hotel.)  I went with my partner and the room we had was quite spacious (~22 metres squared), with a separate (combined) toilet/shower. (FYI, this is common for homes in Singapore.) There was plenty of room to lay down both out luggage bags and walk about. Our room had a…"
41,l_vieja,4,Nice Stay,"Made a reservation through e-mail, they didn't ask for a deposit, which is a plus for us.   The hotel's quite old but it's fine with us, our room was big and it faces the road with the view of the flower vendors just outside of the hotel.  Very convenient location because it's walking distance from the train station. There are lots of food stalls in the area as well.   They serve buffet breakfast with the same food selection everyday. We didn't mind because it's complimentary breakfast. They also allowed us to leave our baggage after check-out because our flight's in the evening.   We'll definitely stay here again when we come back in SG."
42,Joan,3,Comfort,"Small old hotel with comfortable clean rooms. We had an extra bed but the room is still spacious enough for our luggages. Decent breakfast is free buffet style. A lot of hawker eateries nearby and fast food resto as well. Although, nearest mrt station is about 10 mins walk. There's a mall nearby with a grocery store at the basement. "
43,stewartsulat,4,Nice hotel with Great Location,This hotel was recommended by my colleague & just a walk in guest. Stayed here for 3 nights and the location is really strategic. Near with Bugis area and just about 10 minutes walk to Orchard Road. The service also quite nice & the price including with the breakfast.
44,PRAVEEN KUMAR G,4,A Basic But Neat and Clean Hotel.,South East Asia Hotel is situated around 200 meters from Famous Bugis Street and around 400 meters from Bugis MRT. We booked this hotel through email as it is not booked through any hotel marketing portal. all the terms and conditions were very well conveyed over mail. they accept only cash. It is a Very Basic family hotel very neat and clean. Next to it Famous Kwan imm temple and a few building away a Hindu Temple. Hotel is situated on Pedestrian street which is very colorful and having an ethnic market.  At S$ 160 for a 4 bedded spacious room it is a value for money hotel. Chinese Vegetarian Break fast or continental ( only two slice with butter & Jam) breakfast is complimentary. wi fi is Chargeable @ S$6 per hour or S$ 20 a day. No Safe in Room. windows are also not very…
45,DRDGlobal,4,Good hotel in great location,Stayed here for 3 nights in February. Good family hotel with basic rooms. Excellent location in the Bugis area. Close to markets and to the MRT. Straight into the hustle and bustle. Next to the Buddhist and Hindu temples. Albert Hawkers Centre directly opposite hotel. Would stay again.
46,Ruzny,3,Hotel bookings,We had stayed in the hotel by booking over the phone with my family but when I book they did not tell about cash only and credit card not accepted. When we reached there the old lady in the reception not willing to take card payment and strict on check out time unless she said additonal amount te be paid but they have given the room not as per the standard check in time and not much courteous the way they handle the customers. The room is large quit good and the breakfast is not upto the standard than on the net theuy posted. So I would like to advice the staff to be more service oriented than money.
47,JenG409,4,Good budget hotel,"Stayed for ten nights with daughter and it was a very pleasant one. It was very handy to cheap shops and to the MRT. Right from day one, all the staff members in this hotel were always so friendly and helpful to us. The breakfast, though nearly the same every day, did filled us up for the whole day.  But hey, it's a budget hotel, so we cannot really ask for more. Oh yes, when we found out that the jug was not working on the second day of our stay - guess what? We were given a brand new one to use. No complaint at all about the room or the size that we were allocated in. Quiet and comfortable! We will definitely come back."
48,kurniapsari,3,"Good location, good price","I stay for 2 nights with 2 friends. This hotel has good location, inside the busy street  of bugis street. Near MRT Bugis and easy to find ( beside Kwan Im Temple). Near shopping center. Good price and including breakfast. Rooms need renovation. But the receptionist should change their habbit and smile, so customers will comeback to your place again"
49,Jer L,4,Very Good Hotel,"We've been here last August 2013,  The good things about this hotel are the following;  1. Complimentary breakfast was good 2. Near Bugis Station and Market 3. Very clean and affordable rooms 4. Free coffee and tea 5. Near Hawker Center 6. Friendly Staffs  What we suggest to make it better;  1. Free wifi 2. Bigger and Flat TV 3. Bigger Comfort Room for standard rooms 4. Change the bed Cover and curtains 5. Add blow dryer"
50,DRDGlobal,4,Good hotel in great location,Stayed here for 3 nights in February. Good family hotel with basic rooms. Excellent location in the Bugis area. Close to markets and to the MRT. Straight into the hustle and bustle. Next to the Buddhist and Hindu temples. Albert Hawkers Centre directly opposite hotel. Would stay again.
51,Ruzny,3,Hotel bookings,We had stayed in the hotel by booking over the phone with my family but when I book they did not tell about cash only and credit card not accepted. When we reached there the old lady in the reception not willing to take card payment and strict on check out time unless she said additonal amount te be paid but they have given the room not as per the standard check in time and not much courteous the way they handle the customers. The room is large quit good and the breakfast is not upto the standard than on the net theuy posted. So I would like to advice the staff to be more service oriented than money.
52,JenG409,4,Good budget hotel,"Stayed for ten nights with daughter and it was a very pleasant one. It was very handy to cheap shops and to the MRT. Right from day one, all the staff members in this hotel were always so friendly and helpful to us. The breakfast, though nearly the same every day, did filled us up for the whole day.  But hey, it's a budget hotel, so we cannot really ask for more. Oh yes, when we found out that the jug was not working on the second day of our stay - guess what? We were given a brand new one to use. No complaint at all about the room or the size that we were allocated in. Quiet and comfortable! We will definitely come back."
53,kurniapsari,3,"Good location, good price","I stay for 2 nights with 2 friends. This hotel has good location, inside the busy street  of bugis street. Near MRT Bugis and easy to find ( beside Kwan Im Temple). Near shopping center. Good price and including breakfast. Rooms need renovation. But the receptionist should change their habbit and smile, so customers will comeback to your place again"
54,Jer L,4,Very Good Hotel,"We've been here last August 2013,  The good things about this hotel are the following;  1. Complimentary breakfast was good 2. Near Bugis Station and Market 3. Very clean and affordable rooms 4. Free coffee and tea 5. Near Hawker Center 6. Friendly Staffs  What we suggest to make it better;  1. Free wifi 2. Bigger and Flat TV 3. Bigger Comfort Room for standard rooms 4. Change the bed Cover and curtains 5. Add blow dryer"
55,Avik L,3,2 days Transit stay,Old and Economical. Complimentary Breakfast is not that good. Location is good and near to Bugis Market  Well connected by MRT. Internet is not Free. They charge hefty 20 SGD for a day. Its ok for 2-3 days stay not more...not advisable for tourists
56,Francis A,1,"Just to warn potential travelers and to inform the owner, i had a nightmare remembering this hotel.","That hotel almost killed my entire family, we were trapped in the hotels small and 2nd world war old elevator, too bad it ruins our day! I hate that hotel, a very very very horrible experience. And what did the owners said, we are so sorry that all. Oh what a nightmare i hate it!!! I HATE ITTTTTTTTT....."
57,Elihoney,3,Handy,"The South East Asia Hotel was just what I needed for a night and day in Singapore. It was clean, comfortable and handy to the Bugis Street markets. I could leave my luggage there while I wandered around. The staff were friendly and very helpful. I loved the flower stalls outside it was a great way to start my holiday."
58,Drishti111,3,SEA Hotel,"My family stayed at SEA Hotel last 13-16 September 2013. The location is excellent as it is a mere ten minute walk from the MRT Bugis station. Along the way, you see a lot of bargain shops and fruit stalls. It was mid-autumn festival when we arrived and so the streets were lined up with stalls selling mooncakes! The hotel is beside a Buddhist temple surrounded by vendors selling beautiful flowers. The best part is that the hotel is very near hawker stalls that sell yummy and cheap SG eats!  The hotel is average. We stayed in the family room. The couple who run the hotel are friendly. The bad part is the carpeted floor that seem like they haven't been vacuumed. But overall its an okay place, just to get some sleep before going around SG. They have clean towels everyday."
59,JordanHo89,1,Worst !!!!!,"Worst hotel in the world!!!! Lousily customers service, especially the old man and old ladies give us see the black face !!!! No systematic for check in , waiting for half an hours for check in !!!! Summore throw my passport in to table !!!! And the worst room facilities in the world !!!"
