,Customer_name,Rating,Review_Title,Review
10,Vivien T,5,Fullerton Hotel,Lalikumar is of great service and friendly . Have a great day and enjoy ourselves here. Nice music and nice ambience. Good place to enjoy with friends and family. ........Thanks alot....................
11,Sylvi Mutiara,5,Best for everything.,"Stay in Quay Room at 7th floor. Beautifull view from balcony (but I have to climb the chair for the best view). We can see the two legendary bridges, Boat Quay, Asian Civilitation Museum, Parlement House, Raffles Statue, UOB tower etc.  Beautifull view from swimming pool. And thank you for Sall (pool guard) , you are a good man, give me some information about everything.   The food, cakes are very delicious. The lunch buffet was so great. I love it.  Thank you for give a slice cake for my husband (birthday slice cake).  I love the herritage walk tour. Thank you for Linda, you are the good herritage tour guide.  Will be back again for sure."
12,DTL,4,Great location and grand hotel,Stayed for 5 nights in a premier courtyard room. Room was refurbished. Bathroom was huge by Singapore hotel standards. I kept the curtains closed most of the time. I picked the Fullerton because I like hotels that have character. A lot of 5 star hotels in my opinion are soulless and the same. The location was fabulous for the things that interest me. Being so close to the Merlion and waterways was great. The train station is so close as well. The staff that stood out for me were the concierge and front door man. Sharing tips on quickest transportation routes etc. Breakfast was plentiful but I do wish it went to 11am instead of 10:30am. I like to sleep in on holidays. I was able to use facilities after check out such as showering which is extremely helpful when flights are late…
13,909LCWM,5,Fullerton Suite with family of four,We booked a 1 night weekday staycation at the Fullerton for our family of four. The hotel is beautifully presented and the lobby staff are helpful and friendly. Check in was quick and easy. We received a upgraded suite on arrival (we were not told it was an upgrade at the desk but from the website pictures it looked like the Fullerton Suite). The suite had an very big balcony and a view onto the river and partially onto the bay/mbs. The main bed is very comfortable and my kids slept well on the sofa bed and additional roll out.  The service at the straits club was excellent and i particularly want to commend Crystal and Ryan for their attentiveness and level of service. Tip for the club level: check-in is at 3pm but first seating for afternoon tea is 1:30-3pm so if you wanted to…
14,Stuart James G,5,Fantastic Hotel and Location.,"What a fantastic stay at The Fullerton,from arriving everyone made your welcome seem like you were of importance.location is superb,MRT for all places of interest and Boat Quay for food and drinks.Breakfast was superb and a great choice of food and service,room nice and airy,the toilet was very futuristic with all the gadgets.Would definitely recommend,and will always stay her when in Singapore."
15,Jen,5,Fabulous stay with family,"My first stay at The Fullerton Hotel and I’m deeply impressed by the service, cleanliness and everything! Checkin was seamless and quick, and receptionist is considerate to ask me if my child is allowed ice cream before offering my 4 years old a name tag with lanyard (entitles her for 2 rounds of ice cream), crayons and activity book. My girl broke her crayons and was upset, and the receptionist happily offered her a new set together with the activity book much to her delight. When I called for a ‘flat’ pillow for my child, we were given a child pillow instead (which is exactly what we wished for), and we didn’t have to wait long for them to come over too. And impressively, we were greeted when we called for service. Wifi was speedy, although we don’t really need it. The…"
16,BrettB,5,Singapore Holiday,"Another stay at The Fullerton Singapore, our 4th visit. It is always sad to leave the Fullerton because you feel so pampered during your stay. The staff are exceptional, friendly and never fail to go the extra mile to ensure that guests feel totally spoilt. The Fullerton is a classic colonial experience, centrally located and the perfect base to explore Singapore. My wife & I love escaping Australia’s cold winter and spending a week or so at the beautiful & friendly Fullerton Hotel in Singapore. We can’t wait to return :)"
17,Prakash B,4,"Heritage building, great location","Visited Singapore first time in August 22 post pandemic and stayed at this beautiful heritage hotel at the central location near financial district, While the external facade maintains its heritage character, it is quite modern internally.  Had a smooth check in and check out experience, the rooms are large specious and have all the modern amenities The breakfast spread is excellent, the overall service levels are very good. The location of the hotel is excellent overlooking the Singapore river, with walking distance to financial district and Boat quay. The hotel is expensive and despite paying $ 400 we were given rooms on the internal side, overall if you like heritage building at central location it is great option in Singapore."
18,Laurel L,5,Fullerton Singapore,"We have been to Singapore many times and really love the place.  This time we treated ourselves to the Fullerton as on our other visits we would always come here for coffee.  Our room was beautiful and comfortable and housekeeping were very good.  We would like to give special thanks to Crystal, Ryan, Siti, Zep, Chiayi and Nicholas for their wonderful service in the Straits Cluba d of course the chef for the great food.  The atmosphere there was very relaxing and friendly.  Would definitely recommend a stay at this beautiful Hotel."
19,Peer,5,Excellence service!,"This is my first time staying in Fullerton Hotel. The services are excellence. The team at the lounge is so professional and caring :)  Esp Nicholas - who remembered my meeting schedules and arranged for my breakfasts swiftly just to ensure that I have enough time for my meal and preparation for the meeting and also Crystal who gave me a memorable service - she gave me a scarf so that I won’t get cold, she remembered my favorite tea and always got me the perfect table (where the plugs are available) :))  Lastly, Juliet, the house keeping team, also saved my day by locating my missing Airpod case in the room. I literally didn’t expect that the hotel will find it (as I looked for it everywhere in the room (including the trash) lol).  I really enjoyed and had a pleasant stay here."
20,Jen,5,Fabulous stay with family,"My first stay at The Fullerton Hotel and I’m deeply impressed by the service, cleanliness and everything! Checkin was seamless and quick, and receptionist is considerate to ask me if my child is allowed ice cream before offering my 4 years old a name tag with lanyard (entitles her for 2 rounds of ice cream), crayons and activity book. My girl broke her crayons and was upset, and the receptionist happily offered her a new set together with the activity book much to her delight. When I called for a ‘flat’ pillow for my child, we were given a child pillow instead (which is exactly what we wished for), and we didn’t have to wait long for them to come over too. And impressively, we were greeted when we called for service. Wifi was speedy, although we don’t really need it. The…"
21,BrettB,5,Singapore Holiday,"Another stay at The Fullerton Singapore, our 4th visit. It is always sad to leave the Fullerton because you feel so pampered during your stay. The staff are exceptional, friendly and never fail to go the extra mile to ensure that guests feel totally spoilt. The Fullerton is a classic colonial experience, centrally located and the perfect base to explore Singapore. My wife & I love escaping Australia’s cold winter and spending a week or so at the beautiful & friendly Fullerton Hotel in Singapore. We can’t wait to return :)"
22,Prakash B,4,"Heritage building, great location","Visited Singapore first time in August 22 post pandemic and stayed at this beautiful heritage hotel at the central location near financial district, While the external facade maintains its heritage character, it is quite modern internally.  Had a smooth check in and check out experience, the rooms are large specious and have all the modern amenities The breakfast spread is excellent, the overall service levels are very good. The location of the hotel is excellent overlooking the Singapore river, with walking distance to financial district and Boat quay. The hotel is expensive and despite paying $ 400 we were given rooms on the internal side, overall if you like heritage building at central location it is great option in Singapore."
23,Laurel L,5,Fullerton Singapore,"We have been to Singapore many times and really love the place.  This time we treated ourselves to the Fullerton as on our other visits we would always come here for coffee.  Our room was beautiful and comfortable and housekeeping were very good.  We would like to give special thanks to Crystal, Ryan, Siti, Zep, Chiayi and Nicholas for their wonderful service in the Straits Cluba d of course the chef for the great food.  The atmosphere there was very relaxing and friendly.  Would definitely recommend a stay at this beautiful Hotel."
24,Peer,5,Excellence service!,"This is my first time staying in Fullerton Hotel. The services are excellence. The team at the lounge is so professional and caring :)  Esp Nicholas - who remembered my meeting schedules and arranged for my breakfasts swiftly just to ensure that I have enough time for my meal and preparation for the meeting and also Crystal who gave me a memorable service - she gave me a scarf so that I won’t get cold, she remembered my favorite tea and always got me the perfect table (where the plugs are available) :))  Lastly, Juliet, the house keeping team, also saved my day by locating my missing Airpod case in the room. I literally didn’t expect that the hotel will find it (as I looked for it everywhere in the room (including the trash) lol).  I really enjoyed and had a pleasant stay here."
25,Mark T,5,21 year reunion!  5 star all the way ✨️,"Having spent many months working in Singapore and staying at the Fullerton, I can honestly say it's improved on greatness.  We had a gorgeous view, stunning breakfast and Christine and her staff were impeccable. We even got to shower and rest before our 1am flight after checking out.  While it's a lot to spend, you're worth it."
26,VLT,3,"Great view, great location but not so clean","Great view & convenient location. Not recommended for families. We went for a staycation as a family.   Average Service by front desk - great service by checking out staff, not so pleasant experience with checking in staff.   Great service provided by staff at the restaurant where we had our breakfast. They were very welcoming and serving staff were very attentive and friendly  Plumbing issues - The bathtub was not able to drained out the water. We called the helpdesk and the plumber came to fix it. Took about 45-60mins.   Spider webs on fixtures.   Cleaniness of the room - Given the rather positive reputation of the hotel, we expected a little more but was quite disappointed. We requested for a baby cot but it was not so clean, we decided not to use it in the end. It was torn…"
27,Benjamin T,5,Luxurious stay!,"Hotel room was excellent, with stunning views of Marina Bay. We also had the Joyous menu at Jade Restaurant and the high tea at Courtyard Cafe, both of which were sumptuous. The service was great too. When we were having high tea, there was also a harpist playing, which added to the nice ambience."
28,Nur Zahidah Khanum,5,Complement,"I will like to thank all the staff especilly samirah for excellent service and giving extra confortable bed, even though i only stayed for 1 night. Thanks for a good view room it was big and nice. I wil stay again if i can afford it. Thank you so much😃"
29,NurHidayah,5,Rare gem in the hotel!,"This is my second time staying in the hotel. I been greeted by Kate at the front desk with a smile. Even though my last stay was Jan last year, she recongise us and remember about our last visit. It feels like coming to a home. She ensure that the room has the best view and clean before handing the keys to us. The room was flawless with an amazing view. Her services is top notch perfect! Even during check out, i was served by another staff, she came to us and ask if everything is ok. She is definitely a gem of a hotel!"
30,Mark T,5,21 year reunion!  5 star all the way ✨️,"Having spent many months working in Singapore and staying at the Fullerton, I can honestly say it's improved on greatness.  We had a gorgeous view, stunning breakfast and Christine and her staff were impeccable. We even got to shower and rest before our 1am flight after checking out.  While it's a lot to spend, you're worth it."
31,VLT,3,"Great view, great location but not so clean","Great view & convenient location. Not recommended for families. We went for a staycation as a family.   Average Service by front desk - great service by checking out staff, not so pleasant experience with checking in staff.   Great service provided by staff at the restaurant where we had our breakfast. They were very welcoming and serving staff were very attentive and friendly  Plumbing issues - The bathtub was not able to drained out the water. We called the helpdesk and the plumber came to fix it. Took about 45-60mins.   Spider webs on fixtures.   Cleaniness of the room - Given the rather positive reputation of the hotel, we expected a little more but was quite disappointed. We requested for a baby cot but it was not so clean, we decided not to use it in the end. It was torn…"
32,Benjamin T,5,Luxurious stay!,"Hotel room was excellent, with stunning views of Marina Bay. We also had the Joyous menu at Jade Restaurant and the high tea at Courtyard Cafe, both of which were sumptuous. The service was great too. When we were having high tea, there was also a harpist playing, which added to the nice ambience."
33,Nur Zahidah Khanum,5,Complement,"I will like to thank all the staff especilly samirah for excellent service and giving extra confortable bed, even though i only stayed for 1 night. Thanks for a good view room it was big and nice. I wil stay again if i can afford it. Thank you so much😃"
34,NurHidayah,5,Rare gem in the hotel!,"This is my second time staying in the hotel. I been greeted by Kate at the front desk with a smile. Even though my last stay was Jan last year, she recongise us and remember about our last visit. It feels like coming to a home. She ensure that the room has the best view and clean before handing the keys to us. The room was flawless with an amazing view. Her services is top notch perfect! Even during check out, i was served by another staff, she came to us and ask if everything is ok. She is definitely a gem of a hotel!"
35,Fadhli,5,Staycation,"Abigail, Bali Kumar and Ariel are very professional and friendly, they show passion at their work. We feel so welcoming and the experience in here is very pleasant and warm. Definitely will come again. Thank you!"
36,Destination139470,5,Holiday,"We have stayed at The Fullerton Hotel Singapore before and as much as we have enjoyed our stay before, this time was even better.   The Hotel is historic and beautiful, the staff are amazing and friendly and the service is unequalled from our experience around the world. Special thanks to Chai yi, Nicholas, Ryan, Siti, Crystal and Zep at the Straits Club who went above and beyond to make our stay incredible. We now regard these people as our friends. Sall at the pool is always fantastic and all of professional and friendly staff at The Fullerton Hotel. We will definitely be back soon!! Mark Wright"
37,Antonio R,5,First class accommodations,"From Antonio Renolayan, I had a wonderful experienced at Fullerton Hotel. I’ve stayed at several hotels in Singapore but this was on the top of the list of best stay experiences  ever. They have a high quality room and high quality of service. The customer service was superb. Every staff member I encountered  from reservation  Mr. Valent , Director of Sales was so prompt to respond to my inquiry, the Valet, cleaning staff to the check in more importantly to Darshawn and Katie Joe who were delightful and eager to help. They went over and beyond to make my stay comfortable and enjoyable. Darshawn ensure I’m satisfied with my room and well being while I’m an in house guest. Please give him a staff award for exceptional customer service. In addition, Cristina at the daily breakfast…"
38,Zen,5,National Day Weekend Celebration at the Fullerton Hotel,"We stayed here for a short vacation during Singapore's National Day. The Fullerton team had decked up the entire hotel in conjunction with the 57th Anniversary. We were delighted with old school local snacks and handed out flags and welcome with such a joyous occasion on the morning of the event. We received National day themed chocolates on the night before NDP. Overall, service was top notch. We would like to say thank you to the front office team who were very helpful all the way from the doorman, concierge and at the front desk. We hope to return next year to soak in the atmosphere."
39,Natasha,5,"If you want to be spoiled rotten, then stay at The Fullerton Hotel Singapore!","Warning...booking a staycation at The Fullerton to celebrate your anniversary might make your other half look bad! The team really went out of their way to make sure we were well taken care of right at the start when we checked in. From Shermaine at Front Desk, to Nicholas and his team at Straits Lounge, to even our entertaining guide who charmed my in-laws during The Heritage Tour we prebooked! It certainly won me brownie points with my in laws who I invited the next day to join us for lunch. Not to mention the sweet surprises we found in our room, including a thoughtful card by General Manager Gino Tan! With its picturesque backdrop, we took countless photos by the pool to capture our memorable stay. After which we headed down to feast on an elaborate Chinese meal at JADE…"
40,Fadhli,5,Staycation,"Abigail, Bali Kumar and Ariel are very professional and friendly, they show passion at their work. We feel so welcoming and the experience in here is very pleasant and warm. Definitely will come again. Thank you!"
41,Destination139470,5,Holiday,"We have stayed at The Fullerton Hotel Singapore before and as much as we have enjoyed our stay before, this time was even better.   The Hotel is historic and beautiful, the staff are amazing and friendly and the service is unequalled from our experience around the world. Special thanks to Chai yi, Nicholas, Ryan, Siti, Crystal and Zep at the Straits Club who went above and beyond to make our stay incredible. We now regard these people as our friends. Sall at the pool is always fantastic and all of professional and friendly staff at The Fullerton Hotel. We will definitely be back soon!! Mark Wright"
42,Antonio R,5,First class accommodations,"From Antonio Renolayan, I had a wonderful experienced at Fullerton Hotel. I’ve stayed at several hotels in Singapore but this was on the top of the list of best stay experiences  ever. They have a high quality room and high quality of service. The customer service was superb. Every staff member I encountered  from reservation  Mr. Valent , Director of Sales was so prompt to respond to my inquiry, the Valet, cleaning staff to the check in more importantly to Darshawn and Katie Joe who were delightful and eager to help. They went over and beyond to make my stay comfortable and enjoyable. Darshawn ensure I’m satisfied with my room and well being while I’m an in house guest. Please give him a staff award for exceptional customer service. In addition, Cristina at the daily breakfast…"
43,Zen,5,National Day Weekend Celebration at the Fullerton Hotel,"We stayed here for a short vacation during Singapore's National Day. The Fullerton team had decked up the entire hotel in conjunction with the 57th Anniversary. We were delighted with old school local snacks and handed out flags and welcome with such a joyous occasion on the morning of the event. We received National day themed chocolates on the night before NDP. Overall, service was top notch. We would like to say thank you to the front office team who were very helpful all the way from the doorman, concierge and at the front desk. We hope to return next year to soak in the atmosphere."
44,Natasha,5,"If you want to be spoiled rotten, then stay at The Fullerton Hotel Singapore!","Warning...booking a staycation at The Fullerton to celebrate your anniversary might make your other half look bad! The team really went out of their way to make sure we were well taken care of right at the start when we checked in. From Shermaine at Front Desk, to Nicholas and his team at Straits Lounge, to even our entertaining guide who charmed my in-laws during The Heritage Tour we prebooked! It certainly won me brownie points with my in laws who I invited the next day to join us for lunch. Not to mention the sweet surprises we found in our room, including a thoughtful card by General Manager Gino Tan! With its picturesque backdrop, we took countless photos by the pool to capture our memorable stay. After which we headed down to feast on an elaborate Chinese meal at JADE…"
45,Tyler Tay,5,Impeccable Service,"This is our third time staying as a staycation hotel. We have always highly recommend this hotel to friends and family. A little hiccup at the start of this latest stay, but the senior duty manager Shazwan had promptly solved the issue and had even went the extra mile to provide a great memorable stay!"
46,Daisy,5,Good service provide,"First time come visiting this new hotel’s buffet, enjoy a nice time spending with friends. Lewis provided a very good service, treat guests nice and friendly! The environment is good too, see you soon!"
47,Simyn,4,The Fullerton Hotel Singapore,We are delighted to thank Mr Joshua Chua & team members for excellent services for smooth and speedy checkin on 20 Aug 2022 and checking out on 21 Aug 2022 was a breeze. We have a very comfortable stay and will not hesitate to recommend this hotel to friends.  Ms Tan & Mr Sim.
48,mel,5,Pure luxury,"We love, love, love this beautiful and grand hotel! Our room was amazing with incredible views of Marina bay Sands and evening light show was something to behold! The food was incredible and particularly the  breakfast !! I would visit again just to have the Bircher muesli which was my favourite and I wish I had asked for the recipe 😂. The staff were so helpful and kind and the man at the swimming pool( sorry cannot remember his name) but I would like to thank him for his kindness and love for Singapore! I loved chatting to him and he was so helpful making sure we had everything we needed, he was excellant!  It was wonderful and I intriguing  also discovering and learning about the history of this famous hotel We have visited Singapore many times but this was our first stay at…"
49,Jenny C,5,High tea,"We are serve by Mr. Lailikumar, he is very friendly and we are very happy to serve by him. We enjoy the high tea very well. The high tea set are well recommend.  Thanks for the complimentary gift and birthday cake👏🏼"
50,Tyler Tay,5,Impeccable Service,"This is our third time staying as a staycation hotel. We have always highly recommend this hotel to friends and family. A little hiccup at the start of this latest stay, but the senior duty manager Shazwan had promptly solved the issue and had even went the extra mile to provide a great memorable stay!"
51,Daisy,5,Good service provide,"First time come visiting this new hotel’s buffet, enjoy a nice time spending with friends. Lewis provided a very good service, treat guests nice and friendly! The environment is good too, see you soon!"
52,Simyn,4,The Fullerton Hotel Singapore,We are delighted to thank Mr Joshua Chua & team members for excellent services for smooth and speedy checkin on 20 Aug 2022 and checking out on 21 Aug 2022 was a breeze. We have a very comfortable stay and will not hesitate to recommend this hotel to friends.  Ms Tan & Mr Sim.
53,mel,5,Pure luxury,"We love, love, love this beautiful and grand hotel! Our room was amazing with incredible views of Marina bay Sands and evening light show was something to behold! The food was incredible and particularly the  breakfast !! I would visit again just to have the Bircher muesli which was my favourite and I wish I had asked for the recipe 😂. The staff were so helpful and kind and the man at the swimming pool( sorry cannot remember his name) but I would like to thank him for his kindness and love for Singapore! I loved chatting to him and he was so helpful making sure we had everything we needed, he was excellant!  It was wonderful and I intriguing  also discovering and learning about the history of this famous hotel We have visited Singapore many times but this was our first stay at…"
54,Jenny C,5,High tea,"We are serve by Mr. Lailikumar, he is very friendly and we are very happy to serve by him. We enjoy the high tea very well. The high tea set are well recommend.  Thanks for the complimentary gift and birthday cake👏🏼"
55,Priscilla,5,Cordial and Satisfying Service,"Have been received by warm and friendly staffs at The Fullerton Hotel and is especially impressed by the service provided at the guest lounges. My partner and I were served by Crystal, Ryan and Marcel who have all been helpful and courteous the entire time we were there. Crystal was very knowledgeable about the hotel and surrounding areas which helped us in finding our way to MBS. While the atmosphere and beverages served at the lounge were wonderful, the food, however, was slightly bland for me but was alright for my partner. Given the chance again, I would come back for another stay."
56,Daniel,4,National Day 🍾,"Stayed at the Fullerton Suite for National Day preview. The suite was huge and gorgeous. Taking this opportunity to thank the outstanding team members such as Joshua Liu, Lisa and Kate from reception who had helped to make check in and out as seemless as possible.   The staff from Straits Club were also very prompt and provided exceptional service. They also took note of our preferences very well. Thank you Nicholas, Siti, Lucy, Jared.   Housekeeping was also very prompt in responding to our requests. Kar Wei, Mike and Simon were very professional and assisted us in their best way possible.  Thank you Fullerton for the great memories formed."
57,C S,5,Stayed for fireworks,"Had a great stay here at the fullerton, and an excellent view of the fireworks Very good location if it fits your itinerary Would like to thank Jared Marcel Lucy and Crystal for their hospitality at the straits club. They were friendly and welcoming, had a good time with the food and drink selection throughout the sessions in the day We tried a variety of items across the days Great service overall and we had a good time"
58,Giveitagonow7,4,"Comfortable, well located for business and renovated rooms.","Super location in the middle of CBD, if travelling for business. The room I stayed in had been renovated and was lovely (if without a window!). The service was generally good. The pool was very nice. The breakfast is fullsome.  Housekeeping was a little patchy with repeated reminders to get some earl grey tea not acted on. And in room dining stops at 10! They won’t even get you a hot chocolate after that time. But these are small niggles."
59,Romelu L,5,SUPER CLEAN,"Wonderful small Boutique Hotel in the center of Palau , amongst Restaurants Bars right in front of the harbor.  They nail the most important factor, Super Clean , great beds and good breakfast. We have stayed in the Wellness suite , very elegant with Technogym accessories  At the bar they have great cocktails   Will be back for sure next year"
