,Customer_name,Rating,Review_Title,Review
10,Elizabeth L,2,First hotel I have stayed at that I had to make my own bed,Apparently due to covid housekeeping now only takes care of your room once every 3 days. We were told that we needed to ring reception to get on the housekeeping list so don't bother to hang the housekeeping required on the door. Very disappointing when you are an elderly couple No complaints about staff. Very helpful Breakfast was good but we will not be returning
11,alexserapio,5,Hospitable Staff,Very accommodating front desk staff-Mika and Gerald. Warm welcome from Sales-Ms. Su Han and Karen. Sumptuous Asian breakfast from Chef Ram and mainstay Wang. Very clean room and prompt service form housekeeping staff Kelly. I will definitely recommend this hotel to my friends and relatives.
12,Sundari,5,Duty Manager Naqiah& Nabila staff is friendly and helpful.,"im so happy i stay here with my family, Naqiah & Nabila staff is helpful and friendly, the breakfast was good and the enviroment clean and convient to mount elizabeth hospital and shopping malls.  i would love to come again to stay."
13,Entrepreneur,5,"Brilliant hotel, great people and second home!","If there is one hotel which one can come close to calling home its HolidayInn Express Orchard Road ,SG! The leadership of the manager in charge SuHan is commendable and the team to back the execution. When it comes to guests there is nothing that cannot be solved, whether food, or a cab or just help in moving around. The location is simply the icing on the cake. Clean, Comfortable and Value for the experience!"
14,Joel Cruz,4,Friendly & warm staff  & you feel at home!,"Location of this hotel is perfect if you love to shop whether high end or not. Situated near Orchard road, walking distance to restaurants, shops, hospital, convenient stores. Staff are very accommodating to the extend that they offer free bottled water to guests. Free breakfast from 6:30-10:30am and you can have it take away if you wish. Unfortunately, there is no swimming pool, no bath tub in case that’s your requirement. I was not able  to check if there is a fitness room. Over all, we enjoyed our stay in this hotel and all staff show their smile while entertaining us. We will definitely patronize this hotel again. Thank you so much Holiday Inn Express!"
15,Anras Tendean,5,Great Service & enjoyed my stay,"Best service  like family and feel like at home ,breaksfast good, good location and easy access to hospital and everywhere, Suhan  and Gerald help lots good job, thanks lots. We will back to hotel soon cheers"
16,BillyBrocha,5,Great service by Housekeeper Kelly,"Excellent service by Housekeeper Kelly , she made our stay stress free and memorable. Our room was in pristine condition everyday of our stay. She made sure that all the room essentials that we need are all available."
17,UpsidedownWonderer,5,Best Holiday Inn Express that I've Stayed In!,"I stayed at this hotel with family with my IHG points redemption.  We chose this hotel due to its location, as it is superbly located near Somerset MRT station and Singapore's finest shopping malls.  Upon check-in, it was clear that service is absolutely spot on - professional, efficient and courteous.    Adding another feather to this hotel's bow is the size of its rooms.  The connecting rooms that we got was one of the biggest rooms I have seen for a HIE (bigger than some HIs in Europe!).  The clean and ample space came with courteous room service staff.    Another pleasant surprise was that the breakfast menu varies throughout the week with local specialties.  The staff managed to find seats for us even during its peak hours.   Overall, this hotel is a credit to the IHG brand…"
18,Roam780091,5,Holiday Inn Staff,"Service was very good and overall very convenient - had a good time interacting with Mong Thuy. She is efficient and meets our needs. Always happy and smiling, really felt welcome during our stay at Singapore."
19,TC Yin,3,Excellent staff service,"I highly commend on the great team work during the morning rush hour,ensuring hotel patrons get their seats, clearing the tables, serving them. Waitress Wang is so pleasant. Everyone served wtih a smile. I love the customer service of the staff. The hotel itself isn't so great but the service more than compensates for the buidling. As they say, people make the difference.  And it was wonderful to see interacial and intercultural harmony within the staff.  I saw Chinese, Malay, Burmese and Indian staff working well. Truly unity in diversity."
20,Anras Tendean,5,Great Service & enjoyed my stay,"Best service  like family and feel like at home ,breaksfast good, good location and easy access to hospital and everywhere, Suhan  and Gerald help lots good job, thanks lots. We will back to hotel soon cheers"
21,BillyBrocha,5,Great service by Housekeeper Kelly,"Excellent service by Housekeeper Kelly , she made our stay stress free and memorable. Our room was in pristine condition everyday of our stay. She made sure that all the room essentials that we need are all available."
22,UpsidedownWonderer,5,Best Holiday Inn Express that I've Stayed In!,"I stayed at this hotel with family with my IHG points redemption.  We chose this hotel due to its location, as it is superbly located near Somerset MRT station and Singapore's finest shopping malls.  Upon check-in, it was clear that service is absolutely spot on - professional, efficient and courteous.    Adding another feather to this hotel's bow is the size of its rooms.  The connecting rooms that we got was one of the biggest rooms I have seen for a HIE (bigger than some HIs in Europe!).  The clean and ample space came with courteous room service staff.    Another pleasant surprise was that the breakfast menu varies throughout the week with local specialties.  The staff managed to find seats for us even during its peak hours.   Overall, this hotel is a credit to the IHG brand…"
23,Roam780091,5,Holiday Inn Staff,"Service was very good and overall very convenient - had a good time interacting with Mong Thuy. She is efficient and meets our needs. Always happy and smiling, really felt welcome during our stay at Singapore."
24,TC Yin,3,Excellent staff service,"I highly commend on the great team work during the morning rush hour,ensuring hotel patrons get their seats, clearing the tables, serving them. Waitress Wang is so pleasant. Everyone served wtih a smile. I love the customer service of the staff. The hotel itself isn't so great but the service more than compensates for the buidling. As they say, people make the difference.  And it was wonderful to see interacial and intercultural harmony within the staff.  I saw Chinese, Malay, Burmese and Indian staff working well. Truly unity in diversity."
25,Charly N,5,Perfect stay  - excellent location & helpful staff,"Stayed 1 month there. Served 2x SHN-stays (7 days qurantine, too) whilst my stay. Absolutely friendly, helpflu and very supportive staff. Whenwver there was need for assistance or requests, they managed to support absolutely well. Rooms are cosy and very comfortable as well as very clean. Location is just perfect next to Orchard road. Will definitely choose this hotel for any friends visiting me in SG."
26,CCHSingapore,5,IHG Never Disappoints,"To be honest, I have never taken notice of this hotel till I stayed here. Located off the main road, I am quite thankful it is away from the hustle and bustle. In fact, it is an oasis of peace and quiet.  Checking in was easy and efficient, and the process was completed in less than 10 minutes. I had asked weeks before my arrival if my bicycle can be placed in the storage room, and the hotel nicely obliged. Nurul, at the front desk, made me feel welcomed quite immediately. I was told that to beat the crowd, having breakfast before 8am would be best, and that was what I did the morning after. I was very happy with my assigned room. It had all the guestroom and bathroom amenities a guest would possibly need.   Scan a QR code in the room and information ranging from food menu…"
27,Been Around,5,Amazing Stay with Standout Team Members,I would like to give the highest praise to the team here who went out of their way to address my needs during my stay.  I would like to particularly highlight the efforts of Mr. Jan Faizal Abu Bakar who went above and beyond to make me feel like a valued guest and customer.  In the last nine months I have stayed at ten different IHG properties.  This experience is one that will standout.  I shall be back!
28,Michaelsim S,5,Excellent Hotel with good location  on Orchard Road.,"I like the location  because of luxury shopping malls are surrounding. Friendily Manager Mr. Tun Aung, sweet Reception, clean and wide dinning room with excellent food, standard beauitiful room with  city view. The price is reasonable too.  I hope to see you again  Mr. Tun Aung.  Thank you ."
29,Moe Thu Aung,5,The great hotel.,The hotel are clean room and great. Great hospitality and services. Staff there are always willing to help and especially their manager called Mr.Htun Aung at Holiday Inn Express Hotel at orchard road. Recommend this hotel 100%
30,Charly N,5,Perfect stay  - excellent location & helpful staff,"Stayed 1 month there. Served 2x SHN-stays (7 days qurantine, too) whilst my stay. Absolutely friendly, helpflu and very supportive staff. Whenwver there was need for assistance or requests, they managed to support absolutely well. Rooms are cosy and very comfortable as well as very clean. Location is just perfect next to Orchard road. Will definitely choose this hotel for any friends visiting me in SG."
31,CCHSingapore,5,IHG Never Disappoints,"To be honest, I have never taken notice of this hotel till I stayed here. Located off the main road, I am quite thankful it is away from the hustle and bustle. In fact, it is an oasis of peace and quiet.  Checking in was easy and efficient, and the process was completed in less than 10 minutes. I had asked weeks before my arrival if my bicycle can be placed in the storage room, and the hotel nicely obliged. Nurul, at the front desk, made me feel welcomed quite immediately. I was told that to beat the crowd, having breakfast before 8am would be best, and that was what I did the morning after. I was very happy with my assigned room. It had all the guestroom and bathroom amenities a guest would possibly need.   Scan a QR code in the room and information ranging from food menu…"
32,Been Around,5,Amazing Stay with Standout Team Members,I would like to give the highest praise to the team here who went out of their way to address my needs during my stay.  I would like to particularly highlight the efforts of Mr. Jan Faizal Abu Bakar who went above and beyond to make me feel like a valued guest and customer.  In the last nine months I have stayed at ten different IHG properties.  This experience is one that will standout.  I shall be back!
33,Michaelsim S,5,Excellent Hotel with good location  on Orchard Road.,"I like the location  because of luxury shopping malls are surrounding. Friendily Manager Mr. Tun Aung, sweet Reception, clean and wide dinning room with excellent food, standard beauitiful room with  city view. The price is reasonable too.  I hope to see you again  Mr. Tun Aung.  Thank you ."
34,Moe Thu Aung,5,The great hotel.,The hotel are clean room and great. Great hospitality and services. Staff there are always willing to help and especially their manager called Mr.Htun Aung at Holiday Inn Express Hotel at orchard road. Recommend this hotel 100%
35,alanthegreat,4,Spacious for a Holiday Inn,"The room is pretty spacious compared to other Holiday Inns I stayed. Simple but adequate. Room is well taken care of. Bed is definitely comfortable. I dislike the bathroom. The door either close for the shower area or the entire bathroom. If u close for the shower area, it means the toilet bowl area is exposed. If u close the entire bathroom, u gonna wet the entire toilet too. It just doesn't make sense. Also, the room is a bit too close to the office building opposite. I can see workers hustling at their desk. I'm not sure if I am motivating them or demoralising them by having a vacation on a weekday!"
36,SOE E,1,Quanrantine 10 days with bad experiences,"I am on doubt about the good comments from Trips apps. Below are experinces which i met on first and second day of quarantine.   Days 1: Due quarantine 10days, we are arranged to holiday inn for SHN. On first day of check-in, I met a male chinese security staff here who spoke to me rudely and order me not to sit on the chair same row with my spouse (even with 1 m apart). Out of this,  when I enquire on SHN information regarding optional dedicated facilities matter but he replied with he dont know what is that rudely which has made us feel uncomfortable. He even approached me for asking  why i looked at him. Really like a gangster.  Day2: call to receptionist to ask for more mineral water but she is telling me that singapore water is clean and mineral water is second option…"
37,Sirjit,5,"Great service, Comfortable rooms","Was on QO for 7 nights but the staff (reception, security, housekeeping, F&B etc) provided such great service and were so accommodating to my needs. Really appreciate that they went out of their way to ensure my stay was as comfortable as it could be. The rooms are comfortable and everything was in working order. The meals were just fantastic- the staff allowed me to chose my cuisine everyday (just needed to give 24 hours notice)  Thank you very much for making my stay so wonderful."
38,Sun,5,Quarantine Stay,"When we received the quarantine order, we were worried about which facility we would be staying in, especially regarding the cleanliness and food provided.   It was a huge relief stepping into a clean, big and comfortable room which would be our home for the next 10 days. The room looked very new and was equipped with all necessary amenities and most importantly, fast Wi-Fi. Fortunately, our room was brightly lit so the sun could shine in at times.  We were impressed with how tasty the meals were.  We could see the effort put into preparing the meals and encouragement notes. Kudos to the chefs and staff!   The hotel team was polite and friendly. They were very responsive, attending to our requests promptly and patiently.   Thanks for making our quarantine stay a pleasant one.…"
39,Kayleigh,5,Great service!,"The rooms are simply decorated but everything that i need is provided and it’s also very comfortable to stay in. The service staffs are all very friendly and patient, they are also highly efficient!  The location is also very convenient, right in the centre of the city!  Would recommend this hotel 👍🏽  P.S. They serve very yummy Chinese vegetarian food too!"
40,alanthegreat,4,Spacious for a Holiday Inn,"The room is pretty spacious compared to other Holiday Inns I stayed. Simple but adequate. Room is well taken care of. Bed is definitely comfortable. I dislike the bathroom. The door either close for the shower area or the entire bathroom. If u close for the shower area, it means the toilet bowl area is exposed. If u close the entire bathroom, u gonna wet the entire toilet too. It just doesn't make sense. Also, the room is a bit too close to the office building opposite. I can see workers hustling at their desk. I'm not sure if I am motivating them or demoralising them by having a vacation on a weekday!"
41,SOE E,1,Quanrantine 10 days with bad experiences,"I am on doubt about the good comments from Trips apps. Below are experinces which i met on first and second day of quarantine.   Days 1: Due quarantine 10days, we are arranged to holiday inn for SHN. On first day of check-in, I met a male chinese security staff here who spoke to me rudely and order me not to sit on the chair same row with my spouse (even with 1 m apart). Out of this,  when I enquire on SHN information regarding optional dedicated facilities matter but he replied with he dont know what is that rudely which has made us feel uncomfortable. He even approached me for asking  why i looked at him. Really like a gangster.  Day2: call to receptionist to ask for more mineral water but she is telling me that singapore water is clean and mineral water is second option…"
42,Sirjit,5,"Great service, Comfortable rooms","Was on QO for 7 nights but the staff (reception, security, housekeeping, F&B etc) provided such great service and were so accommodating to my needs. Really appreciate that they went out of their way to ensure my stay was as comfortable as it could be. The rooms are comfortable and everything was in working order. The meals were just fantastic- the staff allowed me to chose my cuisine everyday (just needed to give 24 hours notice)  Thank you very much for making my stay so wonderful."
43,Sun,5,Quarantine Stay,"When we received the quarantine order, we were worried about which facility we would be staying in, especially regarding the cleanliness and food provided.   It was a huge relief stepping into a clean, big and comfortable room which would be our home for the next 10 days. The room looked very new and was equipped with all necessary amenities and most importantly, fast Wi-Fi. Fortunately, our room was brightly lit so the sun could shine in at times.  We were impressed with how tasty the meals were.  We could see the effort put into preparing the meals and encouragement notes. Kudos to the chefs and staff!   The hotel team was polite and friendly. They were very responsive, attending to our requests promptly and patiently.   Thanks for making our quarantine stay a pleasant one.…"
44,Kayleigh,5,Great service!,"The rooms are simply decorated but everything that i need is provided and it’s also very comfortable to stay in. The service staffs are all very friendly and patient, they are also highly efficient!  The location is also very convenient, right in the centre of the city!  Would recommend this hotel 👍🏽  P.S. They serve very yummy Chinese vegetarian food too!"
45,John Cover,5,Quarantine,"The services are excellent. Staff are really attentive and they immediately do what your request. Thumbs up!! Highly recommended. Food is ok. Room is comfy, room is clean and bed is soft. Only the pillow is not great. Small and not comfy"
46,AUNG,5,Quarantine,"I was so excited my quarantine Order at Holiday inn express Singapore Orchard, Location is great even I cannot go out, Excellent housekeeping service. Room is very clean and perfect amenities, fast Wi-Fi. Thank to HK manager Tun for assisting my quarantine period. I will back stay again when hotel is back to normal. Thank and stay safe everyone."
47,Myo,5,quartine,"I Staying 1501,the room is very clan and 0erfeet.great housekeeping serv8ce,especially thankful to housekeeping manager tun and team.see you again atay safe. Thank you everyone this is hotel Holiday inn express."
48,maria,5,Quarantine Order / Staycation,"I was so frustrated receiving a quarantine order considering that it was the month-end, and I was buried up to my neck with lots of work to do. Adding the anxiety because I was a close contact was not helping.  However, I was relieved as soon as I stepped out of the van and saw where I would be staying. I'm an IHG Rewards Club member so I knew service would be top-notch. The entire process was so efficient, thanks to the SG govt and all the staff throughout. Truthfully, I wasn't disappointed, room is impeccably clean. Could hoped for a better view though, but who would complain for a free ""staycation"". The staff are so patient handling my food requests and bringing deliveries promptly. The room is sound proof, water pressure is good, fast wifi, cable provided, great food.…"
49,Norliza S,5,Holiday Inn,"Being in quarantine order is not a good moment when you have to stay whole day & night in the room . However , staying in Holiday Inn Express make you feel like home, comfy and cozy . The internet connection was fast and reliable . Able to do work and engage in TEAMS meeting without interruption.  The food was nice & delicious .  The front desk was courteous n extended your needs efficiently."
50,John Cover,5,Quarantine,"The services are excellent. Staff are really attentive and they immediately do what your request. Thumbs up!! Highly recommended. Food is ok. Room is comfy, room is clean and bed is soft. Only the pillow is not great. Small and not comfy"
51,AUNG,5,Quarantine,"I was so excited my quarantine Order at Holiday inn express Singapore Orchard, Location is great even I cannot go out, Excellent housekeeping service. Room is very clean and perfect amenities, fast Wi-Fi. Thank to HK manager Tun for assisting my quarantine period. I will back stay again when hotel is back to normal. Thank and stay safe everyone."
52,Myo,5,quartine,"I Staying 1501,the room is very clan and 0erfeet.great housekeeping serv8ce,especially thankful to housekeeping manager tun and team.see you again atay safe. Thank you everyone this is hotel Holiday inn express."
53,maria,5,Quarantine Order / Staycation,"I was so frustrated receiving a quarantine order considering that it was the month-end, and I was buried up to my neck with lots of work to do. Adding the anxiety because I was a close contact was not helping.  However, I was relieved as soon as I stepped out of the van and saw where I would be staying. I'm an IHG Rewards Club member so I knew service would be top-notch. The entire process was so efficient, thanks to the SG govt and all the staff throughout. Truthfully, I wasn't disappointed, room is impeccably clean. Could hoped for a better view though, but who would complain for a free ""staycation"". The staff are so patient handling my food requests and bringing deliveries promptly. The room is sound proof, water pressure is good, fast wifi, cable provided, great food.…"
54,Norliza S,5,Holiday Inn,"Being in quarantine order is not a good moment when you have to stay whole day & night in the room . However , staying in Holiday Inn Express make you feel like home, comfy and cozy . The internet connection was fast and reliable . Able to do work and engage in TEAMS meeting without interruption.  The food was nice & delicious .  The front desk was courteous n extended your needs efficiently."
55,Muhammad Hamzah,5,Quarantine,Servielce and receptionist is great . I donno what to write . More spaghetti please on my food . By far its great and nice hahahah nice and great . I think more movie i guess come on man you are great
56,Yu Ri,5,Quarantine Order,"I spend (10)days here and loved every relaxing moment.All the staff are so friendly & present especially housekeeping Htun Aung ,an the room was so quiet and away from activity. One of my favorite is have mirror in the room .The pool side service was amazing. Covid 19 protocols are followed.I'll stay here again I'm sure.  From Quarantine Personnel"
57,Angel,5,Commendable Service!,They give you an excellent service! Staffs are friendly and approachable. The ambiance of the hotel gives you “at home” feels. All facilities and rooms are clean. Will definitely be back and will surely recommend to my friends! Good Work!
58,Cy,5,Helpful staff,"I would like to thank the front desk duty manager, ms Nurul, & Sean for their great help, they r fast in response to my email request. N both of them personally help me to receive some stuff on behalf of 10 rooms, n help me sort out different stuff for different rooms.. all the way fm receiving items, TIL tagging those stuff, n even sending to room, ms Nurul take extra miles took photo n show me, double confirm the correct items wil go to correct rooms. This is very nice, my friends r all happy receive it. I wil recommend this place for foreigners as the staff r really helpful. I do hope the team wil stay positive, stay safe, during this pandemic."
59,plimtc,2,Let down by consistently late meal deliveries,"Was assigned to serve my quarantine here for 14 days. Small but comfortable room. There are set meal times and the main let down was the consistently late delivery of the meals, at times up to 45 mins - 2, sometimes 3 out the 3 meals each day for the past 6 days so far have been late. Called the reception each time it was late and the replies were the same - it's on the way, coming up soon, sorry - will inform the manager etc. Can accept the occasional delay but every day for 6 days? Wonder if that will be the case for the remaining 8 days staying here. Being quarantined is already tough and to have this happening made it worse. Hope that the management can address this soon."
