,Customer_name,Rating,Review_Title,Review
41,abcdefg556,3,Holiday,"Close to all attractions Fillapine ,market walking distance,Famose Sunday market just at the back of the hotel. Close to food stalls and shops plenty of places to visit transport not a problem bus to main bus station across the road."
42,LouisLiew,4,Pantai inn,"I think pantai inn is a budget hotel nice location walking in short distant to mall and waterfront,  nice , friendly & polite for the receptionist, you also put your luggage before you check inn so that you can save your time going shopping and explore city instead of waiting check in. they also supplies hot water if you need so....have a nice trip..."
43,Liv,3,Not too bad,Arrived in KK after mid night and leaving to north early morning the next day so we decided to go cheap. Location was great. Very basic. The A/C control was not working. Very small room. Has running hot water. Quite clean. Staffs are helpful and smiley.
44,Bethhess00,4,Solid stay in KK--would recommend it!,"Friendly staff, good location, quiet at night, clean room with hot water shower--If 84RM/night is in your price range for a double room (no breakfast), then I would definitely recommend booking this place. Laundry is 8RM per kilo and can be done the same day. If you're interested in visiting an island in the national marine park while you're staying in KK, the jetty is less than a 10-minute walk from the hotel."
45,Jim28Manila,3,Nice Hotel,Hotel is very basic.  Clean room and with hot shower.  It is in the middle of the city and Gaya street is just a few steps at the back where you can buy stuff of all kinds on Sunday mornings.  Staff is friendly and can help you with bookings for local tours.  The hotel has no restaurant but eateries are all around the hotel.
46,myralakwatsera,4,Not bad at all.,"Good location, nice frienly staff, many restaurants close by, walking distance to most places and very reasonable price.  That is why this hotel is not bad at all.  In fact, it is quite good."
47,djpinks,4,"Great location, very accommodating staff","Stayed in Pantai Inn, KK Jan 27-30, 2012 and was booked by a friend( they do not have a website). Their location is central with restos around, a nearby supermarket, walking distance to Atkinsons Clock, Segawa walkway, Jesselton Ferry terminal and malls.  Great hotel and very accommodating staff."
48,Urdjuret,3,No Frills Comfort,"Can't beat the central location.  Stayed here for a couple nights and the hotel staff were more than friendly.  The hotel is starting to fade, and could use a face lift but it was fairly clean, hot water showers, and not musty.  No food, but plenty to choose from by way of a short stroll."
49,Jim28Manila,4,All good,"The room was RM83 per night and, as others have written, not very big but not really too small if you're not planning on staying in all day. Clean, maybe not the cleanest ever but certainly nothing that would bother me. Staff is friendly and helped me organize a day trip. Private shower. TV, although none of channels were in English except one connected to an Astro box in the reception, so that channel is chosen for all rooms downstairs. Phone in room. Location is great, although that is not a very big issue in KK. It's nice to be so close to the ferry terminal though, 10 min on foot. Free water. Nice Satay places right outside. No breakfast, maybe it was possible to buy, but there's places around."
50,myralakwatsera,3,Nice Hotel,Hotel is very basic.  Clean room and with hot shower.  It is in the middle of the city and Gaya street is just a few steps at the back where you can buy stuff of all kinds on Sunday mornings.  Staff is friendly and can help you with bookings for local tours.  The hotel has no restaurant but eateries are all around the hotel.
51,djpinks,4,Not bad at all.,"Good location, nice frienly staff, many restaurants close by, walking distance to most places and very reasonable price.  That is why this hotel is not bad at all.  In fact, it is quite good."
52,Urdjuret,4,"Great location, very accommodating staff","Stayed in Pantai Inn, KK Jan 27-30, 2012 and was booked by a friend( they do not have a website). Their location is central with restos around, a nearby supermarket, walking distance to Atkinsons Clock, Segawa walkway, Jesselton Ferry terminal and malls.  Great hotel and very accommodating staff."
53,KajsaoBjorn,3,No Frills Comfort,"Can't beat the central location.  Stayed here for a couple nights and the hotel staff were more than friendly.  The hotel is starting to fade, and could use a face lift but it was fairly clean, hot water showers, and not musty.  No food, but plenty to choose from by way of a short stroll."
54,lilorchid82,4,All good,"The room was RM83 per night and, as others have written, not very big but not really too small if you're not planning on staying in all day. Clean, maybe not the cleanest ever but certainly nothing that would bother me. Staff is friendly and helped me organize a day trip. Private shower. TV, although none of channels were in English except one connected to an Astro box in the reception, so that channel is chosen for all rooms downstairs. Phone in room. Location is great, although that is not a very big issue in KK. It's nice to be so close to the ferry terminal though, 10 min on foot. Free water. Nice Satay places right outside. No breakfast, maybe it was possible to buy, but there's places around."
55,Stoff101,3,Basic hotel in good location,"Stayed here on 2 separate ocations. Why did we come back? Well very good location and its quite cheap. The rooms are not that big, but for 2 persons its good. The wifi works great in the rooms. Leave your laundry in the afternoon and get it giftwrapped in the morning. One thing thou, the food isnt that good. There are plenty of restaurants around the corner."
56,traversata,4,Basic and Wonderful,"Yes, the rooms are teeny.  So much so, that you can shower and use the toilet at the same time.  However, I've had smaller rooms in London, where the experience was quite miserable.  What made this different?  The fact that they had very fast and consistent wifi, the cleaning service was spotless, and the restaurant directly connected to the hotel was one of the best Malay restaurants that we ate at, and it was cheap to boot.  O, silly me, AND the hotel was incredibly priced.  Freakin' incredible.  About $28USD/nt incredible.  O wait, I'm not done yet, did I mention the location is central to everything?  You've got the Filipino Market to the sw (which I did not find any Filipino food...curious), the Sunday (Gaya St) Market to the e, Jesselton Point to the n, and Centre Point…"
57,Thenewparadigm,4,"Basic, small, but perfect!","This hotel was great. Yes, the rooms are small, but why would anybody be spending time in them?! The staff were absolutely superb and so so friendly. Location good, just a few streets from the waterfront and the amazing night market. Clean rooms, tv set, air con, hot water, decent bathroom. When I go back to KK, I'll stay there again. Great value!"
58,,4,Good value for the room,"Made reservation thru agoda.  The Inn is located along the main road of the city and just a few blocks away from the Waterfront and several malls in the area.  Upon arrival, I presented my agoda booking with the receptionist.  I was given a key to a room and directed where to go.  I was confused because the room number printed on the key is 103 but I was told to get to the lift.  When I get to the lift, it became clear to me that the Ground Floor (G) is not the same as the First Floor (1).  So off we go to the 1st floor (which is actually on the second level) and to our Twin Room.  The plastic casing on the key chain functions as the key card for the power.  There are several switch panels in the room that can turn on/off the same set of lights  and the switch for the aircon was…"
59,,5,Fantastic option in KK!,"Pro: Staff really friendly. Pro: Staff very helpful. Pro: Clean Rooms. Pro: Excellent air-con. Pro: Great location. Pro: Hot water. Pro: Good sleep quality. Pro: Rooms 85 RM per night.  Con: Rooms small, but who comes to Borneo to sit around in their hotel room anyway?  Overall an excellent option in the heart of KK."
