,Customer_name,Rating,Review_Title,Review
15,Hey_girl_hey86,5,Location!,We stayed here for Monsta X concert at the Chicago Theatre. The location of this hotel was absolutely perfect. It’s right in the middle of everything you could need. We parked about 3 blocks away and never needed to drive the entire 4 day stay. Food-entertainment-parks-Navy Pier- you name it. It was absolutely the best place for the money. Surprisingly quiet at night too! We didn’t hear a thing from neighbors or outside. 
16,Pete S,5,Location,"Great location if interested in Mag Mile and Loop. Available river view rooms. Hotel staff is friendly, welcoming, and accommodating. Check in is easy with Club Quarter App. Easy check out as well. Close to great restaurants and activities. Highly recommended for great value."
17,Michele R,1,Stay away. Overpriced for what you get,One of the ugliest hotels I've ever stayed in.  The price is absolutely not justified.  Breakfast was not available and we were given vouchers for the restaurant next door which weren't enough.  The safe was missing.  Ugly room with an old bathroom with shower with plastic curtain and no shower gel.  No room cleaning service (unacceptable).  We asked for two separate beds and they gave us a normal bed and a sofa bed with a mattress full of humps where it was not possible to sleep.  Stay away
18,Paulade,3,"Location, location !!!",Hotel is in a great location !! Set on the south bank of the river it’s in the perfect place to explore the north side or the south side !! The room we had was really small with a window (but no view) If the price is really good then it’s a good option !!
19,Alexandra S,5,Ronnie and the QR code,"Ideal location. Dream view. Comfortable and spacious rooms. I'm not sure that the outsourced breakfast orderable from a QR code and delivered to your room is progress, especially when it is over 30mn late. But this was compensated by ""smooth groove"",  jiving Ronnie's warm welcome. He greets you with a smile, a joke, a song, and has solution for everything in ""less than one minute"". It was lovely being greeted in the evening on my way in to the hotel by ""Welcome back, Milady!"" In these days of QR codes, this quality of human service is greatly appreciated."
20,Hey_girl_hey86,5,Location!,We stayed here for Monsta X concert at the Chicago Theatre. The location of this hotel was absolutely perfect. It’s right in the middle of everything you could need. We parked about 3 blocks away and never needed to drive the entire 4 day stay. Food-entertainment-parks-Navy Pier- you name it. It was absolutely the best place for the money. Surprisingly quiet at night too! We didn’t hear a thing from neighbors or outside. 
21,Pete S,5,Location,"Great location if interested in Mag Mile and Loop. Available river view rooms. Hotel staff is friendly, welcoming, and accommodating. Check in is easy with Club Quarter App. Easy check out as well. Close to great restaurants and activities. Highly recommended for great value."
22,Michele R,1,Stay away. Overpriced for what you get,One of the ugliest hotels I've ever stayed in.  The price is absolutely not justified.  Breakfast was not available and we were given vouchers for the restaurant next door which weren't enough.  The safe was missing.  Ugly room with an old bathroom with shower with plastic curtain and no shower gel.  No room cleaning service (unacceptable).  We asked for two separate beds and they gave us a normal bed and a sofa bed with a mattress full of humps where it was not possible to sleep.  Stay away
23,Paulade,3,"Location, location !!!",Hotel is in a great location !! Set on the south bank of the river it’s in the perfect place to explore the north side or the south side !! The room we had was really small with a window (but no view) If the price is really good then it’s a good option !!
24,Alexandra S,5,Ronnie and the QR code,"Ideal location. Dream view. Comfortable and spacious rooms. I'm not sure that the outsourced breakfast orderable from a QR code and delivered to your room is progress, especially when it is over 30mn late. But this was compensated by ""smooth groove"",  jiving Ronnie's warm welcome. He greets you with a smile, a joke, a song, and has solution for everything in ""less than one minute"". It was lovely being greeted in the evening on my way in to the hotel by ""Welcome back, Milady!"" In these days of QR codes, this quality of human service is greatly appreciated."
25,maumaujr,5,Location versus price,The best location in Chicago for a very low price... In front of Trump Tower. Close to a lot of atractions! We do almost everything on foot. The best choice at the Loop. Everything was grade 10 (from 0 to 10)!
26,04Stephanie2022,4,Good hotel for short trip,I came here for a weekend birthday trip. Room wasn’t the biggest but for only two people it got the job done. We spent about 4 hours a day (aside from sleeping) in there and it didn’t feel cramped at all. 
27,melodiegarrett,4,Perfect Location,"The location if this hotel is wonderful.  Easy access to the many sites to see.  The hotel staff was VERY accommodating and helpful.  This may be an older hotel compared to most and we did have some trouble with our room, but we were moved to a different room."
28,Johan F,4,"Perfect location, value for money",Excellent location at the river. Close to magnificent mile and the loop. Room well appointed and clean. Somewhat low pressure in the shower. No cleaning on daily basis due to Covid regulations. Self check-in very simple and quick. Recommended.
29,kellygumps1975,5,Great hotel great price,This was an amazing hotel for the price.  Very comfortable beds and pillows(with back issues this is HUGE) there is no resturant but a great roof top right next door. Very clean and easy to navigate.  Just remember there is an amazing river view(friends had that room we had city view) so ask for the river rooms 604 for sure had a great view! City view was good also but I went for the green river! Thank goodness friends got the river view so we could see it from above 
30,maumaujr,5,Location versus price,The best location in Chicago for a very low price... In front of Trump Tower. Close to a lot of atractions! We do almost everything on foot. The best choice at the Loop. Everything was grade 10 (from 0 to 10)!
31,04Stephanie2022,4,Good hotel for short trip,I came here for a weekend birthday trip. Room wasn’t the biggest but for only two people it got the job done. We spent about 4 hours a day (aside from sleeping) in there and it didn’t feel cramped at all. 
32,melodiegarrett,4,Perfect Location,"The location if this hotel is wonderful.  Easy access to the many sites to see.  The hotel staff was VERY accommodating and helpful.  This may be an older hotel compared to most and we did have some trouble with our room, but we were moved to a different room."
33,Johan F,4,"Perfect location, value for money",Excellent location at the river. Close to magnificent mile and the loop. Room well appointed and clean. Somewhat low pressure in the shower. No cleaning on daily basis due to Covid regulations. Self check-in very simple and quick. Recommended.
34,kellygumps1975,5,Great hotel great price,This was an amazing hotel for the price.  Very comfortable beds and pillows(with back issues this is HUGE) there is no resturant but a great roof top right next door. Very clean and easy to navigate.  Just remember there is an amazing river view(friends had that room we had city view) so ask for the river rooms 604 for sure had a great view! City view was good also but I went for the green river! Thank goodness friends got the river view so we could see it from above 
35,TravelingWithJ,5,Quaint hotel in the heart of Chicago,"Stayed 2 days for a conference. Historic building conversion with great access to Michigan Ave. Quiet, updated room, comfortable bed and PILLOWS. Easy app check-in, good WiFi, and chilled purified water on the floor was a plus. Would stay again without hesitation."
36,craol02,5,Great hotel,The staff was phenomenal. The room superseded my expectations. It was amazing. Only issue I would say is the beds are very firm and was a bit uncomfortable for my husband and I. Everything else was fantastic. 
37,asalgad01979,5,Cozy and luxurious.,"Room was cozy, clean and stocked. Staff was polite, welcoming and knowledgeable. I can't wait to go back. Fitness gym, coffee in the rooms, coffee in club living room. Bottled water accessible on every floor as well as ice. It was great."
38,juancovault,4,The River Hotel,"It has a beautiful view. The room was small, but clean. They offer coffee and other drinks free of charge on 2nd. floor. The staff were nice! I just wish the bathroom was better. However, it was clean."
39,r0nyd0s02003,3,Good location and facilities,"In the downtown center where you can walk to many landmark. Water station at every floor, guest laundry is free. Elevator were old and sometimes problem happened, hope can be maintained better.  Parking always an issue in downtown... Can be very expensive, get ready to walk further to get a cheaper parking slot"
40,TravelingWithJ,5,Quaint hotel in the heart of Chicago,"Stayed 2 days for a conference. Historic building conversion with great access to Michigan Ave. Quiet, updated room, comfortable bed and PILLOWS. Easy app check-in, good WiFi, and chilled purified water on the floor was a plus. Would stay again without hesitation."
41,craol02,5,Great hotel,The staff was phenomenal. The room superseded my expectations. It was amazing. Only issue I would say is the beds are very firm and was a bit uncomfortable for my husband and I. Everything else was fantastic. 
42,asalgad01979,5,Cozy and luxurious.,"Room was cozy, clean and stocked. Staff was polite, welcoming and knowledgeable. I can't wait to go back. Fitness gym, coffee in the rooms, coffee in club living room. Bottled water accessible on every floor as well as ice. It was great."
43,juancovault,4,The River Hotel,"It has a beautiful view. The room was small, but clean. They offer coffee and other drinks free of charge on 2nd. floor. The staff were nice! I just wish the bathroom was better. However, it was clean."
44,r0nyd0s02003,3,Good location and facilities,"In the downtown center where you can walk to many landmark. Water station at every floor, guest laundry is free. Elevator were old and sometimes problem happened, hope can be maintained better.  Parking always an issue in downtown... Can be very expensive, get ready to walk further to get a cheaper parking slot"
45,Kara H,5,Great value,"The River Hotel is located in a great spot and it’s very easy to walk to popular areas like the Bean, Magnificent Mile, and a lot of shops/restaurants. The price was great for the location. The staff were friendly and the rooms were clean. Would definitely stay here again. "
46,Madaline P,2,Pictures on line do not reflect realty," Check in/check out-staff didn't offer up any information about the hotel and its amenities. We had to change our room to a larger room last minute to add our son but was never told that we would be charged extra for an additional person in a larger room that was supposed to accommodate 3 people. The pull out bed had no blankets, called for a blanket, waited an hour then went down to the front desk to ask about the blanket in person since we were ready to go to sleep. The pillows were hard as rocks. There was no light in the area of the room where the pull out bed was. I moved one of the lamps by our bed to the pullout bed area and noticed the lamp shade was broken and the screw that holds the shade on was gone. When opening the door to our room, we were on the 9th floor room…"
47,Lissie,5,Coming Back!,"I will like to start by saying that I can't wait to go back! Chicago is my only favorite city in the USA. The view to the river was amazing! Location was an A+ being close to most attractions at walking distance. A 7 eleven around the corner was convienient as well. The check-in was easy through a kiosk and if any issues, they are right there to help you. If you park at 20 E Randolph St. self-parking, the hotel will give you a discount and you pay only $25 for 24hrs. For me, that is a good deal for being parked right in the city. This parking lot is a 6 minute walk from hotel. The hotel and parking lot is a short walking distance to Boat tours, River walk and rest. (accross the street) Nutella, Cloud Gate and other attractions. The hotel was bulit in 1928 and you can tell buy…"
48,Kimjbaumann,4,"Great location, attentive staff","We found this hotel to be perfect for our needs, with a central location near Riverwalk, Michigan Avenue, and many restaurants.  All the staff was helpful as needed.  Only complaint would be that the sofa bed in our room was not adequate for sleeping, was fine as a sofa.  "
49,tcmalsch,4,Great location,"Enjoyed our view and location. We were next door to London house and across street of Trump building! Within walking distance of Millenium park, art museum, state street shopping, Michigan avenue.  Rooms were spacious, with micro and small refrigerator.  Lobby was clean and front desk very helpful. Price was very reasonable!"
50,Kara H,5,Great value,"The River Hotel is located in a great spot and it’s very easy to walk to popular areas like the Bean, Magnificent Mile, and a lot of shops/restaurants. The price was great for the location. The staff were friendly and the rooms were clean. Would definitely stay here again. "
51,Madaline P,2,Pictures on line do not reflect realty," Check in/check out-staff didn't offer up any information about the hotel and its amenities. We had to change our room to a larger room last minute to add our son but was never told that we would be charged extra for an additional person in a larger room that was supposed to accommodate 3 people. The pull out bed had no blankets, called for a blanket, waited an hour then went down to the front desk to ask about the blanket in person since we were ready to go to sleep. The pillows were hard as rocks. There was no light in the area of the room where the pull out bed was. I moved one of the lamps by our bed to the pullout bed area and noticed the lamp shade was broken and the screw that holds the shade on was gone. When opening the door to our room, we were on the 9th floor room…"
52,Lissie,5,Coming Back!,"I will like to start by saying that I can't wait to go back! Chicago is my only favorite city in the USA. The view to the river was amazing! Location was an A+ being close to most attractions at walking distance. A 7 eleven around the corner was convienient as well. The check-in was easy through a kiosk and if any issues, they are right there to help you. If you park at 20 E Randolph St. self-parking, the hotel will give you a discount and you pay only $25 for 24hrs. For me, that is a good deal for being parked right in the city. This parking lot is a 6 minute walk from hotel. The hotel and parking lot is a short walking distance to Boat tours, River walk and rest. (accross the street) Nutella, Cloud Gate and other attractions. The hotel was bulit in 1928 and you can tell buy…"
53,Kimjbaumann,4,"Great location, attentive staff","We found this hotel to be perfect for our needs, with a central location near Riverwalk, Michigan Avenue, and many restaurants.  All the staff was helpful as needed.  Only complaint would be that the sofa bed in our room was not adequate for sleeping, was fine as a sofa.  "
54,tcmalsch,4,Great location,"Enjoyed our view and location. We were next door to London house and across street of Trump building! Within walking distance of Millenium park, art museum, state street shopping, Michigan avenue.  Rooms were spacious, with micro and small refrigerator.  Lobby was clean and front desk very helpful. Price was very reasonable!"
55,yagalina57,5,Great location,"We enjoyed our stay in a room with a great river view. We booked a Superior Queen room and it included a kitchenette (mini fridge, microwave and a coffee machine) and a sofa and was spacious  The shower has a flexible hose which I like better than what most US hotels.have. We liked that the hotel has water station with refillable bottles on each floor - kudos to the hotel for being environmentally friendly  The location is great - close to the Riverwalk, the lake and Millennium park. Also the staff is professional, helpful and friendly. Good value for money."
56,chicagoans,5,Great Stay Near River!,"We stayed at the River Hotel after a wedding, and before the Chicago Triathlon. The front desk staff was very accommodating and friendly. They were flexible with our checkout time after the race, and very nice about checking our bags after that. They even let us check a bike :)  I would definitely stay here again! "
57,GDSM2016,1,Avoid it!!,"Avoid this hotel at any cost!!! Even though it looks clean and it’s location is superb, THEY DONT CLEAN THE ROOMS. We needed to clean ourselves. The excuse? The pandemic. Pandemic is no excuse for being filthy. Personnel is very friendly though. Anyway, I’m not staying here anymore and I recommend anyone not to as well."
58,Pennie41,2,The rooms,"This hotel allowed dogs, which was not a bad thing. However, my room has a dried urine spot on the floor. I was told (at check-in) that housekeeping doesn't go into every room and that if my room needed anything to call and let them know. The carpet in the rooms need to be cleaned after a family leaves that has a dog."
59,Tania M,4,Great location!,Great location for an affordable price.  Excellent customer service and fast check in and check out.  We had an amazing view from our room to the river.  Parking available with valet  parking service few blocks away. We will stay at The River hotel again for sure!
